repo_name;release_count;age;star_count
plangrid/flask-rebar;9;2376;231
ploigos/ploigos-step-runner;16;1570;20
sodafoundation/delfin;33;1603;202
vsergeev/u-msgpack-python;13;3987;253
zach401/acnportal;7;2289;74
AlexandreDecan/sismic;20;3195;140
Anaconda-Platform/anaconda-client;52;4172;145
BerkeleyAutomation/autolab_core;6;2873;80
EducationalTestingService/skll;71;4045;550
FOSSEE/online_test;26;4678;298
FederatedAI/FATE;51;2044;5633
Felienne/hedy;12;1725;1292
HPInc/ml-git;8;1492;33
NLeSC/scriptcwl;13;2878;40
NVIDIA/NeMo;49;1850;11381
Parsely/streamparse;46;3771;1493
Prototype-X/Zabbix-Network-Weathermap;6;3064;88
Quansight/qhub;108;1608;274
RasaHQ/rasa;253;2876;18556
SubstraFoundation/distributed-learning-contributivity;5;1826;56
afourmy/e-napalm;60;2517;809
andreoliwa/nitpick;53;2351;393
center-for-threat-informed-defense/adversary_emulation_library;5;1583;1644
coala/coala-bears;14;3119;295
common-workflow-language/python-cwlgen;8;2775;29
conda-incubator/grayskull;71;1696;311
cookiecutter/cookiecutter;29;4064;22234
demisto/demisto-sdk;210;1761;70
exosite/exoline;6;4089;14
getpopper/popper;20;3253;301
gschivley/PowerGenome;18;1869;197
home-assistant-ecosystem/home-assistant-cli;19;2955;431
homebysix/pre-commit-macadmin;39;2009;63
jwplayer/buildpipe-buildkite-plugin;12;2399;91
lykius/hesiod;9;1377;20
materialsproject/custodian;30;4224;135
materialsproject/pymatgen;287;4694;1467
pr-omethe-us/PyKED;12;2933;15
pre-commit/pre-commit-hooks;34;3822;5170
rabobank-cdc/DeTTACT;24;1980;2032
saturncloud/prefect-saturn;14;1518;16
solus-project/ypkg;15;3476;56
tjhowse/modbus4mqtt;14;1521;75
xoxys/ansible-doctor;78;1787;122
Akuli/porcupine;39;2756;154
BlueBrain/NeuroM;64;3408;101
C0D3D3V/Moodle-Downloader-2;68;1715;411
CLIMADA-project/climada_python;36;2463;296
ComplianceAsCode/auditree-framework;50;1583;59
Donders-Institute/bidscoin;40;2324;129
H-uru/korman;21;4448;35
HyperLink-Technology/brownie;129;2127;2636
JohnDoenut/biopeaks;12;2010;62
JonnyHaystack/i3-resurrect;15;1901;366
Kanjirito/simple-manga-downloader;32;1893;30
Kozea/tinycss2;15;4139;159
Kuifje02/vrpy;6;1613;174
LCA-ActivityBrowser/activity-browser;37;2689;140
MouseLand/suite2p;14;2236;343
PyCQA/pylint;93;3186;5234
RuedigerVoigt/exoskeleton;27;1772;21
StochSS/GillesPy2;39;2536;71
The-Compiler/qutebrowser;90;3717;9566
aaugustin/websockets;40;4170;5118
alphatwirl/atpbar;29;2020;93
ashnair1/COCO-Assistant;7;1918;91
bonjorno7/SourceOps;29;2064;141
bpython/bpython;18;3708;2609
brainix/pottery;51;3368;1058
earthobservations/wetterdienst;129;2091;349
encode/uvicorn;54;2647;8286
equinor/ecl2df;40;1935;28
ethereum/viper;48;2848;4833
freqtrade/freqtrade;87;2660;27908
gbouvignies/chemex;21;3958;27
gretelai/gretel-synthetics;61;1641;573
ipython/ipython;29;5225;16230
irmen/Tale;29;4073;143
jina-ai/jina;294;1659;20833
miurahr/py7zr;123;1992;448
mopidy/mopidy-local;8;1852;61
novafloss/workalendar;91;3935;902
nschloe/meshio;81;3215;1897
packit-service/packit;133;2123;135
pomo-mondreganto/ForcAD;16;1980;146
project-alice-assistant/ProjectAlice;10;1893;693
pyre/pyre;21;3020;26
rlaPHOENiX/pvsfunc;20;1701;24
scidash/sciunit;9;4650;48
scikit-hep/pyhf;39;2409;279
shyamd/mkdocs-bibtex;53;1919;72
snipsco/snips-nlu;58;2759;3885
spraakbanken/sparv-pipeline;8;2533;25
tophat/syrupy;107;1775;508
user-cont/release-bot;21;2388;56
yasoob/youtube-dl-GUI;6;3854;205
zeromq/pyzmq;18;5153;3645
Microsoft/ptvsd;51;2456;548
gem/oq-engine;68;5176;377
joerick/pyinstrument;7;3822;6409
AlexAplin/nndownload;21;2808;220
PythonistaGuild/Wavelink;73;2064;390
Terbau/fortnitepy;19;1872;147
kijk2869/discodo;54;1531;41
miguelgrinberg/python-engineio;131;3356;231
timkpaine/tributary;14;2182;437
DRMacIver/hypothesis;671;4190;7482
OpenPrinting/system-config-printer;10;3401;160
PyThaiNLP/pythainlp;117;2989;957
RabadanLab/arcasHLA;8;2131;113
aiven/karapace;59;2060;447
choderalab/perses;22;3566;179
douglasrizzo/catsim;9;3391;123
eLvErDe/nicotine-plus;51;4034;1658
fossasia/pslab;14;3002;1624
frescobaldi/frescobaldi;20;4962;735
gpilab/framework;19;3489;20
h5py/h5py;36;4360;2065
jamesoff/simplemonitor;11;4048;404
korcankaraokcu/PINCE;5;3114;2032
maximumstock/poe-currency-flip-planner;18;2416;96
nedbat/coveragepy;138;2259;2952
sephii/taxi;7;4398;41
sharkwouter/minigalaxy;16;2069;1100
yaph/geonamescache;7;4488;98
C4ptainCrunch/ics.py;9;3961;632
IBM/MAX-Image-Caption-Generator;5;2364;84
benbusby/whoogle-search;29;1681;9280
osuosl/ganeti_webmgr;7;4380;64
python-bugzilla/python-bugzilla;6;3387;121
sentinelsat/sentinelsat;13;3386;972
tasmota/decode-config;36;1744;210
upstox/upstox-python;11;2631;125
ApacheInfra/superset;205;3327;61444
lucyparsons/OpenOversight;29;3066;235
CouchPotato/CouchPotatoServer;15;4953;3872
Externoak/A32NX-installer;10;1435;34
RDFLib/rdflib;13;4591;2135
add-ons/plugin.video.vrt.nu;69;2748;110
arthurazs/dotapatch;16;2887;11
balloob/pychromecast;98;3984;2517
emilsvennesson/script.module.inputstreamhelper;33;2542;133
hhursev/recipe-scraper;147;3272;1667
jrkerns/pylinac;18;3608;149
lalitpagaria/obsei;14;1403;1193
mozilla/code-coverage;50;1879;27
mpvqc/mpvQC;8;3130;49
obspy/obspy;24;4373;1140
piqueserver/piqueserver;11;2801;209
sendgrid/sendgrid-python;107;4569;1529
soimort/you-get;122;4392;49859
sony/nnabla-examples;48;2488;304
twu/skjold;18;1677;64
achillean/shodan-python;27;5105;2460
bugsnag/bugsnag-python;36;4416;84
editorsnotes/editorsnotes-server;10;5354;23
elastic/apm-agent-python;100;2604;407
epsagon/epsagon-python;307;2160;55
ewels/MultiQC;41;3313;1194
fedora-infra/fedmsg;13;4592;170
galaxyproject/pulsar;7;3723;37
google/transitfeed;30;3636;678
hydroshare/hydroshare;192;3619;178
learningequality/ka-lite;25;4371;456
metomi/rose;78;4336;55
mozilla/balrog;125;4704;98
numenta/nupic;47;4163;6330
sympy/sympy-live;8;5035;115
tableau/TabPy;21;2892;1546
thombashi/tcconfig;82;3147;786
unt-libraries/django-premis-event-service;6;3857;14
hangoutsbot/hangoutsbot;37;3509;572
AppThreat/vulnerability-db;119;1683;86
piccolo-orm/piccolo;159;2132;1376
ArduPilot/MAVProxy;12;4502;451
ganeti/ganeti;7;3608;489
AresValley/Artemis;6;1978;349
Tautulli/Tautulli;224;3476;5526
TracyWebTech/django-revproxy;21;4032;300
affjljoo3581/canrevan;23;1551;89
cloudinary/pycloudinary;46;4501;251
edmorley/newrelic-python-agent;68;3212;173
mdmintz/SeleniumBase;950;3830;4810
nasa/apod-api;9;3193;807
transifex/transifex-client;22;4532;135
libstorage/libstoragemgmt;40;3453;82
CloudBotIRC/CloudBot;11;3775;273
DaveMDS/epymc;8;3928;32
Diaoul/subliminal;14;4804;2385
Edraak/edx-platform;71;3658;13
OddBloke/sphinx-git;6;4434;63
aag/apple_trailer_downloader;6;4625;23
cms-dev/cms;12;4714;885
duckduckgo/zeroclickinfo-fathead;6;4804;316
fabiocaccamo/django-freeze;7;3241;93
lakewik/EasyStorj;17;2720;74
lorien/grab;5;4138;2382
steeve/xbmctorrent;15;4029;388
stephenmcd/mezzanine;9;5206;4753
the-virtual-brain/tvb-framework;5;4172;41
Axelrod-Python/Axelrod;94;3480;719
Hiroshiba/pytorch-trainer;8;1719;45
mozilla/OpenWPM;35;3733;1330
aertslab/pySCENIC;47;2367;414
schlegelp/navis;26;2039;78
tensorflow/quantum;10;1666;1777
python-beaver/python-beaver;13;4418;554
BigBrotherBot/big-brother-bot;13;5728;146
Hugovdberg/PIconnect;17;2474;84
Jahaja/psdash;10;3851;2417
PythonCharmers/python-future;7;4064;1171
SatelliteQE/robottelo;63;4522;61
StingraySoftware/HENDRICS;8;2628;23
Toblerity/Shapely;21;4625;3816
autotest/autotest-docker;9;3817;25
beaker-project/beaker;14;5085;78
carlosescri/DottedDict;6;3828;187
casacore/python-casacore;19;3768;36
celery/celery;50;5606;24339
codecov/codecov-python;6;3676;184
dimagi/jsonobject;7;4080;233
django-haystack/django-haystack;15;5690;3582
dw/mitogen;7;2937;2302
elastic/elasticsearch-py;79;4137;4202
enthought/chaco;10;4962;292
epsy/sigtools;7;3987;16
eve-val/evelink;10;4425;91
galaxyproject/bioblend;15;4468;85
google/apitools;10;3486;133
google/google-api-python-client;200;3885;7637
google/oauth2client;18;3948;796
goshippo/shippo-python-client;7;3668;123
haypo/perf;11;3011;776
iconfinder/pyvat;17;4167;64
jorisroovers/gitlint;30;3283;803
mathics/Mathics;15;4951;2072
pajbot/pajbot;33;3363;289
pulp/pulp_docker;6;3804;23
pydata/xarray;94;3986;3545
pyinstaller/pyinstaller;67;4663;11660
qubole/qds-sdk-py;60;4104;51
redhat-performance/tuned;33;2933;797
robotools/fontParts;46;3102;132
rollbar/pyrollbar;43;4399;213
scalyr/scalyr-agent-2;108;3641;70
scikit-learn-contrib/categorical-encoding;16;3196;2394
sciunto-org/python-bibtexparser;9;4253;467
simphony/osp-core;23;1529;16
slimta/python-slimta;14;4279;171
sookasa/box.py;8;3967;43
splunk/splunk-sdk-python;23;4910;686
stripe/stripe-python;291;4814;1635
sunscrapers/djoser;23;3621;2512
tweepy/tweepy;31;5533;10428
uw-it-aca/myuw;297;3564;13
yaybu/yaybu;7;4946;17
zmwangx/storyboard;9;3489;28
Azure/aztk;15;2648;150
CoreSecurity/impacket;13;3424;13226
GetStream/stream-python;13;3747;142
IdentityPython/SATOSA;49;3284;195
IdentityPython/pyjwkest;16;4348;92
Keeper-Security/Commander;156;3285;184
LaunchKey/launchkey-python;18;4076;20
LedgerHQ/blue-loader-python;6;3061;120
OpenIDC/pyoidc;32;4676;709
ct-Open-Source/tuya-convert;9;2052;4572
darknessomi/musicbox;12;3677;9802
edx/edx-proctoring;264;3370;56
edx/xblock-lti-consumer;104;3216;27
etingof/pysnmp;20;3108;575
flobz/psa_car_controller;20;1383;401
freedomofpress/securedrop;49;4614;3597
inquisb/keimpx;6;4447;255
jaraco/keyrings.alt;12;3150;24
koldinger/Tardis;40;3882;59
mikelolasagasti/revelation;7;4634;56
nmantani/FileInsight-plugins;29;4376;155
nuxeo/nuxeo-drive;85;4472;67
obsidianforensics/hindsight;11;3752;1056
pyload/pyload;17;4218;3273
snowflakedb/snowflake-connector-python;106;2982;574
thumbor/thumbor;130;4915;10007
tintinweb/scapy-ssl_tls;11;3719;417
Azure/azure-sdk-for-python;3604;4510;4438
felix-hilden/tekore;47;1844;204
willforde/script.module.codequick;13;3083;33
BD2KGenomics/toil;53;3439;892
openstack/cloudbase-init;7;3626;420
PaddlePaddle/PaddleSlim;9;1718;1551
PyLops/pylops;29;2120;416
hyperspy/hyperspy;42;4759;505
invesalius/invesalius3;19;4320;610
rochefort-lab/fissa;10;3226;29
rbw/aiosnow;16;1755;74
Battleman/zoomdl;23;1616;340
jjjake/internetarchive;47;4397;1576
pypa/twine;12;4034;1583
Jhsmit/ColiCoords;7;2648;26
JohnKendrick/PDielec;27;3208;13
czheo/syntax_sugar_python;16;2777;739
huggingface/nlp;89;1617;18921
hsoft/dupeguru;8;4086;5195
Boltgolt/howdy;11;2428;5678
JrGoodle/clowder;40;3350;12
skyzh/canvas_grab;36;1642;208
Braedon/prometheus-es-exporter;26;3149;245
DataDog/apigentools;9;1888;39
DataDog/riot;32;1514;23
GreyNoise-Intelligence/pygreynoise;15;2456;149
Stratoscale/skipper;47;2934;46
Yubico/yubioath-desktop;42;3845;974
ansible-community/molecule;74;3207;3857
fedora-python/pyp2rpm;12;3335;127
fitnr/svgis;11;3368;84
getpatchwork/git-pw;28;3230;33
globus/globus-cli;59;3096;75
godaddy/tartufo;44;1757;457
googlesamples/assistant-sdk-python;12;2682;916
hnicke/sodalite;81;2551;18
indico/indico;61;4782;1722
klensy/wt-tools;14;3539;127
kxr/o-must-gather;11;1543;160
networktocode/network-importer;17;1795;167
sonatype-nexus-community/jake;31;1784;110
tony/vcspull;38;3994;205
trhallam/segysak;26;1868;95
vals/umis;17;3360;128
Brobin/drf-generators;17;3432;347
rockstor/rockstor-core;109;4168;550
jazzband/django-constance;5;5092;1687
Miserlou/Zappa;6;3143;11884
mixpanel/mixpanel-python;12;4089;103
dagster-io/dagster;321;2313;11056
CBIIT/nci-webtools-dceg-linkage;46;3506;21
kkrypt0nn/Python-Discord-Bot-Template;36;2011;883
leeping/forcebalance;21;4068;144
CTPUG/pygame_cffi;5;3919;57
NicholasMamo/multiplex-plot;9;1718;107
mongodb/mongo-python-driver;37;5705;4108
thenetcircle/dino;19;2886;137
GoogleCloudPlatform/gcloud-python;2695;3866;4779
OCA/connector;10;3726;337
RaRe-Technologies/gensim;43;4949;15536
XLSForm/pyxform;44;3656;78
asciimoo/searx;15;3971;13352
botify-labs/python-simple-workflow;12;4173;18
gorakhargosh/watchdog;37;5059;6462
kura/blackhole;15;4420;61
projectcalico/felix;246;3717;921
pytroll/pyresample;34;3634;344
seandst/cfn-pyplates;20;4146;51
smarkets/smk_python_sdk;13;4759;18
testing-cabal/testtools;5;4235;94
torchbox/Willow;28;3590;272
CartoDB/carto-python;11;4882;154
alexis-mignon/python-flickr-api;8;4537;366
ryanmcgrath/twython;5;5628;1852
CastXML/pygccxml;32;3761;130
JBKahn/flake8-print;13;3713;119
PyCQA/flake8-bugbear;51;3088;1053
PyCQA/prospector;53;4042;1932
caleb531/youversion-suggest;87;3839;56
cyberbotics/urdf2webots;23;2247;128
echronos/echronos;37;3310;171
harrystech/arthur-redshift-etl;82;2572;25
hhatto/autopep8;29;4991;4558
nathan-v/aws_okta_keyman;24;2366;59
seatgeek/fuzzywuzzy;23;4801;9206
theochem/horton;10;4785;92
apache/incubator-tvm;18;2877;11564
craffel/mir_eval;7;4041;596
ansible-collections/community.aws;48;1639;186
scrapy/scrapy;38;5302;52215
GoekeLab/xpore;9;1697;132
Kinto/kinto;168;3473;4315
SaidBySolo/neispy;8;1587;63
VOLTTRON/volttron;34;3948;454
Yelp/paasta;259;3229;1681
deepmind/kapitan;117;2516;1796
ilius/starcal;26;4918;153
miku/siskin;5;3720;21
palantir/python-jsonrpc-server;13;2296;83
palantir/python-language-server;80;2785;2603
snarfed/granary;31;4567;432
snarfed/oauth-dropins;25;3982;35
tilezen/tileserver;14;3333;79
zhongbiaodev/py-mysql-elasticsearch-sync;6;3182;177
bcbio/bcbio-nextgen;14;4222;984
JohannesBuchner/BXA;8;3863;54
LinkedEarth/Pyleoclim_util;28;3018;84
NCI-GDC/gdc-client;13;3312;143
PLOS/allofplos;6;2534;60
PyPSA/atlite;13;2855;263
mordred-descriptor/mordred;16;3164;351
redkyn/assigner;12;3159;27
ChristianTremblay/pyhaystack;8;3153;73
wazuh/wazuh-splunk;214;2654;48
smetj/wishbone;6;4517;42
CounterpartyXCP/counterblock;9;3874;16
softlayer/softlayer-python;63;5243;152
CleanCut/green;50;3802;791
ankitects/anki;57;4269;18191
ipython/traitlets;23;3918;612
miketeo/pysmb;32;3762;337
ninuxorg/netdiff;24;3581;78
ClimbsRocks/auto_ml;12;2943;1641
ContextLab/hypertools;21;2892;1815
OpenTrons/opentrons-api;168;3341;411
geophile/marcel;40;1647;335
jajcayn/pygpso;10;1674;19
rhayes777/PyAutoFit;15;2111;59
saezlab/pypath;27;3466;132
voxel51/eta;32;2520;29
azavea/keras-semantic-segmentation;22;2765;2046
gammapy/gammapy;5;4124;223
quantumblacklabs/kedro;53;1960;9802
replit/replit-py;13;1494;157
TankerHQ/tbump;36;2457;155
TankerHQ/tsrc;44;2596;206
rafalp/Misago;70;4451;2518
DataBiosphere/dsub;43;2743;262
DataDog/integrations-core;27;3194;907
RIPE-NCC/ripe.atlas.sagan;12;3776;47
moepman/acertmgr;11;3154;25
pallets/werkzeug;43;5064;6616
capitalone/cloud-custodian;73;3103;5341
chanzuckerberg/miniwdl;73;2210;171
projectsyn/commodore;79;1717;46
quiltdata/quilt-compiler;52;2757;1322
spdx/tools-python;15;3446;177
mlspec/mlspec-lib;5;1622;12
datreant/datreant.core;6;3332;32
pypeclub/pype;113;1993;284
UNINETT/nav;58;2781;179
FeeiCN/cobra;28;3058;3138
pinterest/snappass;8;3980;829
DDMAL/Rodan;23;4775;46
evernote/zing;37;2892;59
NERSC/pytokio;11;2666;21
bcgsc/mavis;49;2463;72
brigade-automation/brigade;26;2813;1374
etal/cnvkit;42;3705;538
jazzband/collectfast;25;4125;417
miurahr/aqtinstall;115;2007;910
usnistgov/ActEV_Scorer;17;2387;41
Yubico/python-u2flib-host;6;3850;48
csaez/quicklauncher;6;4081;72
enthought/apptools;6;4962;37
fedora-infra/the-new-hotness;26;3613;42
joblib/joblib;5;5228;3804
adbar/trafilatura;37;1970;3375
crate/crate-python;19;4019;79
cubewise-code/TM1py;30;3238;185
getsentry/snuba;81;2372;334
jlafon/PynamoDB;64;3874;2429
launchdarkly/python-client;105;3676;38
newrelic/newrelic-telemetry-sdk-python;14;1962;33
openeventstack/pretalx;31;2742;701
stratosphereips/StratosphereLinuxIPS;22;3187;685
wtolson/gnsq;6;3705;100
zalando/patroni;61;3340;6550
DataDog/datadog-serverless-functions;117;3177;335
snowflakedb/snowflake-ingest-python;9;2884;56
MindscapeHQ/raygun4py;27;4208;19
PyGithub/PyGithub;45;4569;6881
dpla/ingestion;25;4362;24
google/openhtf;14;3289;522
haiwen/seafdav;233;3757;83
metaodi/osmapi;38;3893;210
mwclient/mwclient;18;4294;313
OpenShot/openshot-qt;24;3377;4225
googleapis/python-bigquery;109;1724;727
googleapis/python-datastore;56;1665;79
googleapis/python-logging;54;1724;124
googleapis/python-pubsub;116;1724;384
googleapis/python-storage;54;1724;435
onaio/onadata;218;3999;182
pyxnat/pyxnat;7;5126;71
rfverbruggen/rachiopy;9;3321;25
smartsheet-platform/smartsheet-python-sdk;26;3521;135
twilio/twilio-python;225;5462;1828
automicus/PyISY;49;3839;16
SciLifeLab/CAW;17;3088;132
beat-machine/beat-machine;5;2078;40
certego/IntelOwl;67;1703;3712
flomotlik/formica;7;2788;63
hedythedev/starcli;45;1539;549
machinable-org/machinable;68;1744;34
mlf-core/mlf-core;32;1489;46
neurostuff/NiMARE;45;2417;177
pappasam/jedi-language-server;108;1837;584
pierogis/pierogis;6;1389;118
spectacles-ci/spectacles;50;1941;214
titusz/onixcheck;6;3330;22
DeepSpace2/StyleFrame;38;3293;367
datarobot/batch-scoring;21;3144;33
inishchith/em-keyboard;23;3094;308
jdowner/gist;6;3482;163
rohbotics/pifi;10;2742;44
DefectDojo/django-DefectDojo;194;3479;3579
TUW-GEO/ascat;25;2970;22
raphaelvallat/pingouin;39;2342;1591
SasView/sasview;37;3489;48
Exa-Networks/exabgp;62;4020;2064
Grokzen/pykwalify;21;4242;291
Grokzen/redis-py-cluster;19;4118;1095
SteveDoyle2/pyNastran;12;3458;382
aashutoshrathi/git-stalk-cli;7;2288;43
jhauberg/cards.py;15;3233;32
pegler/pytzwhere;5;4387;145
unixsurfer/anycast_healthchecker;13;3336;169
JoinMarket-Org/joinmarket;6;3551;398
kennethjiang/OctoPrint-Anywhere;69;2678;64
DocNow/twarc;131;4245;1362
YuvrajRaghuvanshiS/WhatsApp-Key-Database-Extractor;5;1379;459
bird-house/flyingpigeon;12;3648;19
erdogant/findpeaks;39;1581;228
noaa-oar-arl/MONET;14;2857;43
DonJayamanne/pythonVSCode;51;3145;2082
desihub/desispec;22;3586;35
EI-CoreBioinformatics/mikado;86;3286;91
Opentopic/falcon-api;35;2714;8
mikeqfu/pydriosm;17;2652;47
murthylab/sleap;109;2003;421
EPAENERGYSTAR/epathermostat;9;2772;16
Microsoft/fairlearn;14;2298;1886
NCATS-Tangerine/kgx;51;2319;114
arviz-devs/arviz;37;3319;1578
neurodata/brainlit;6;1671;26
neuropoly/spinalcordtoolbox;69;3743;196
sci-wms/sci-wms;8;3471;46
ticketfrei/ticketfrei;14;2629;21
ReactionMechanismGenerator/RMG-Py;22;5437;381
jedie/DragonPy;7;4018;44
pytube/pytube;31;4547;12032
robotframework/RIDE;31;4720;957
FairwindsOps/reckoner;56;2102;338
ungarj/mapchete;78;3326;193
FeatureLabs/nlp_primitives;31;1865;37
google/TensorNetwork;18;1952;1802
Fizzadar/pyinfra;103;3602;3804
major/supernova;8;4519;86
bashwork/pymodbus;75;4651;2217
castelao/seabird;5;4359;47
marcy-terui/lamvery;10;3213;92
tern-tools/tern;23;2466;953
FrodeSolheim/fs-uae-launcher;9;3819;61
keylime/keylime;61;2871;412
smarthomeNG/plugins;23;2819;45
tus/tus-py-client;13;2904;166
GNS3/gns3-server;196;3990;780
hfaran/Tornado-JSON;22;3916;273
pytest-dev/pytest-mock;39;3696;1815
tilgovi/pyramid-oauthlib;7;3683;31
GalSim-developers/GalSim;22;4572;223
hubo1016/vlcp;24;3285;225
uploadcare/pyuploadcare;39;4764;126
GaretJax/django-click;10;3275;245
coddingtonbear/django-measurement;8;4245;145
jazzband/sorl-thumbnail;7;5039;1731
ctxis/django-admin-view-permission;19;3012;151
GenericMappingTools/pygmt;18;2721;744
automl/SMAC3;44;2934;1060
stormpath/stormpath-documentation;24;3300;12
tardis-sn/tardis;155;4648;198
wmayner/pyphi;30;3796;372
NagiosEnterprises/ncpa;32;3878;176
blue-yonder/pyscaffold;26;3802;2068
reingart/pyafipws;7;4047;284
zalando/spilo;29;3422;1524
deepchem/deepchem;20;3261;5367
jensengroup/propka;5;4320;256
lsst/sims_maf;12;3412;13
mirnylab/cooltools;19;2748;132
rhiever/tpot;30;3221;9647
ROGUE-JCTD/rogue_geonode;5;4105;12
biocore/qiita;28;3990;120
evansde77/cirrus;88;3826;14
google/capirca;9;3313;767
jmcgeheeiv/pyfakefs;61;3454;641
Swimlane/swimlane-python;65;3156;32
hikari-py/hikari;64;1475;801
GovReady/govready-q;29;3044;179
GrumpyNounours/PySeidon;6;3720;15
SynBioDex/pySBOL;7;3109;25
bethgelab/foolbox;59;2633;2711
ni/nimi-python;31;2666;112
IDSIA/sacred;14;3804;4204
OasisLMF/OasisLMF;134;2418;124
greedo/python-xbrl;5;3678;219
rmjarvis/TreeCorr;12;3691;98
romanvm/script.module.simpleplugin;38;3288;27
vit-project/vit;13;2918;481
snapcore/snapcraft;155;3227;1175
sphinx-contrib/sphinxcontrib-versioning;11;2999;125
wh1te909/tacticalrmm;150;1772;3040
allenai/pybart;40;1746;37
bioinform/somaticseq;58;3430;191
intentionet/netconan;21;2464;145
pyparallel/pyparallel;6;3323;581
PyO3/setuptools-rust;49;2730;590
creativeprojects/resticprofile;45;1906;662
HelloZeroNet/ZeroNet;22;3517;18298
Yubico/yubikey-manager;39;2978;855
rackerlabs/scantron;45;2201;738
nlgranger/SeqTools;8;2625;48
IN-CORE/pyincore;90;1714;24
mjs7231/python-plexapi;53;3531;1125
IQTLabs/poseidon;105;3033;416
chdsbd/kodiak;58;1960;1035
iotaledger/iota.py;33;2832;345
jadchaar/SEC-EDGAR-Downloader;22;2078;476
thebigmunch/google-music;14;2140;16
triaxtec/openapi-python-client;79;1657;1244
IdentityPython/pyop;20;2921;87
SeitaBV/flexmeasures;49;1364;142
StackIQ/stacki;43;3397;234
MycroftAI/adapt;15;3278;712
cisco-ie/cisco-gnmi-python;14;2262;40
dropbox/groupy;5;3643;10
facetoe/zenpy;23;3490;339
fizyr/keras-retinanet;6;2572;4372
google/pyu2f;6;2766;82
jollychang/robotframework-appiumlibrary;17;3751;396
romanvm/script.module.pyxbmct;9;3724;46
twidi/django-extended-choices;13;4883;82
Syndace/python-omemo;20;2525;41
neithere/argh;24;4027;369
tBuLi/symfit;24;3637;233
adafruit/Adafruit_Blinka_bleio;27;1657;56
aws/aws-encryption-sdk-cli;12;2765;80
eventbrite/eventbrite-sdk-python;6;3556;1
mollie/mollie-api-python;66;3754;113
robotframework/robotframework;81;3716;9584
tenable/pyTenable;19;2445;340
zaibacu/rita-dsl;8;1881;65
Jenyay/outwiker;54;4118;271
agronholm/anyio;5;2201;1730
pykickstart/pykickstart;23;3608;232
SanPen/GridCal;24;3151;404
catalystneuro/nwb-conversion-tools;11;1861;25
elbakramer/koapy;15;1441;196
firstlookmedia/dangerzone;18;1696;3457
firstlookmedia/gpgsync;11;3121;343
micahflee/onionshare;34;3753;6202
pypeit/PypeIt;24;3372;158
calliope-project/calliope;26;3998;285
meanmedianmoge/zoia_lib;7;1656;137
inferno-pytorch/inferno;9;2640;244
magenta/magenta;48;3037;19070
KevinMusgrave/pytorch-metric-learning;50;1772;5933
geometalab/osmaxx;20;3520;26
Kozea/WeasyPrint;73;4769;7014
KwanLab/Autometa;13;1745;40
calum-chamberlain/EQcorrscan;36;3389;164
cdqa-suite/cdQA;5;2054;614
sncosmo/sncosmo;21;4290;70
weaverba137/pydl;19;4194;28
PyBossa/pybossa;62;4666;741
inspirehep/inspire-next;138;3909;59
asyml/forte;11;1847;239
kipoi/models;49;2542;162
LedFx/LedFx;34;1350;1295
aleph-im/pyaleph;37;1998;75
intracom-telecom-sdn/nstat;5;3410;13
aimhubio/aim;65;1917;5108
deepset-ai/haystack;117;1750;16027
desbma/sacad;63;3791;308
MikkelSchubert/paleomix;26;4201;43
bridgecrewio/checkov;1922;1737;6841
gwforg/gwf;7;4086;31
hyperledger/aries-cloudagent-python;89;1893;403
locustio/locust;122;4942;24478
smarkets/marge-bot;13;2618;691
MongoEngine/django-mongoengine;15;4489;748
django-cms/django-cms;17;5656;10109
jazzband/django-configurations;11;4422;1085
mathiasertl/django-ca;38;3172;139
pybel/pybel;97;2904;132
MycroftAI/selene-backend;10;2220;143
SigmaHQ/sigma;27;2805;8031
lablup/backend.ai-manager;25;3366;31
computationalmodelling/fidimag;8;3261;60
markovmodel/PyEMMA;26;3614;306
otsaloma/gaupol;51;4891;248
otsaloma/nfoview;43;4911;138
scikit-rf/scikit-rf;31;4606;699
NHERI-SimCenter/pelicun;10;2192;50
aws/aws-xray-sdk-python;27;2537;326
cornellius-gp/gpytorch;33;2638;3512
etingof/pyasn1;18;3108;241
nicolas-chaulet/deeppointcloud-benchmarks;10;1728;2455
tomasbedrich/pycaching;35;4048;61
djangonauts/django-hstore;17;4976;517
dotKom/onlineweb4;486;4494;49
globocom/database-as-a-service;279;4018;366
jodal/comics;40;5589;133
valdergallo/django-compress-field;9;3745;19
pm4py/pm4py-core;144;2249;695
ercdndrs/AutoMaxLair;11;1370;25
pricingassistant/mrq;5;3850;876
SuLab/WikidataIntegrator;33;2844;242
dulwich/dulwich;25;5639;2038
prismicio/python-kit;15;4046;17
toomore/grs;21;4535;430
chgroenbech/scVAE;7;2754;81
SeanNaren/deepspeech.pytorch;6;2788;2096
ivadomed/ivadomed;34;2408;154
PrincetonUniversity/PsyNeuLink;58;2996;86
ml4ai/delphi;7;2404;24
deanishe/alfred-duden;7;3679;32
fedora-infra/bodhi;87;5683;153
teamsempo/SempoBlockchain;24;1837;41
asdf-format/asdf;50;3810;515
burnash/gspread;61;4654;7010
uw-cmg/MAST;13;4186;17
younho9/narkdown;24;1445;41
Qiskit/qiskit-ignis;14;2088;167
RasaHQ/rasa-sdk;95;2264;289
bear/python-twitter;12;4369;3412
photo/openphoto-python;6;4709;42
