repo_name;release_count;age;star_count;latest_commit_date
paulgavrikov/visualkeras;6;1434;550;2024-07-27 19:56:46+00:00
photosynthesis-team/photosynthesis.metrics;17;1715;1360;2023-07-04 21:20:06+00:00
playpauseandstop/rororo;46;4329;105;2024-08-16 19:22:28+00:00
plotly/dash;70;3429;21102;2024-08-28 14:25:29+00:00
probabilistic-numerics/probnum;29;1763;431;2023-11-01 15:22:54+00:00
pydicom/pynetdicom;20;2892;496;2024-08-11 01:36:44+00:00
pylast/pylast;34;4235;664;2024-07-02 11:34:35+00:00
pymc-devs/aesara;51;665;324;2024-08-29 06:56:22+00:00
pymedusa/SickRage;124;3110;1762;2024-04-03 15:26:44+00:00
python-pillow/Pillow;56;4418;12048;2024-08-29 11:44:26+00:00
pywbem/pywbem;58;3249;41;2024-08-19 17:01:41+00:00
pyxem/pyxem;32;3150;147;2024-08-07 20:10:22+00:00
quark-engine/quark-engine;61;1773;1273;2024-08-23 03:48:51+00:00
qutip/qutip;28;4342;1669;2024-08-27 12:59:22+00:00
radomirbosak/duden;17;3234;98;2024-02-26 23:47:53+00:00
reportportal/agent-Python-RobotFramework;23;2906;59;2024-03-20 13:51:00+00:00
robotframework/SeleniumLibrary;57;4695;1375;2024-06-15 20:16:00+00:00
roskakori/pygount;7;4156;154;2024-07-13 17:20:38+00:00
s3ql/s3ql;31;3335;1065;2024-08-04 12:39:30+00:00
salu133445/pypianoroll;15;2420;132;2023-06-26 08:16:47+00:00
scikit-hep/boost-histogram;30;2175;143;2024-08-23 21:09:14+00:00
scikit-image/scikit-image;32;4801;6009;2024-08-29 11:46:16+00:00
scrapinghub/shub;37;3727;125;2024-02-12 07:38:00+00:00
se2p/pynguin;55;1494;1229;2024-06-21 09:28:07+00:00
sentinel-hub/sentinel2-cloud-detector;12;2411;420;2024-01-10 08:54:38+00:00
sjkingo/python-freshdesk;19;3529;83;2022-09-16 01:29:20+00:00
smaniotto/django-nomad;6;2628;92;2019-07-08 03:33:27+00:00
smarie/python-autoclass;12;2798;36;2020-09-22 16:53:59+00:00
snipsco/snips-nlu-metrics;15;2604;13;2020-03-10 15:38:43+00:00
sobolevn/django-split-settings;9;4122;1099;2024-08-26 08:22:59+00:00
sopel-irc/sopel;72;4634;948;2024-06-02 06:23:48+00:00
soxofaan/duviz;5;4596;113;2024-05-05 13:52:31+00:00
stellargraph/stellargraph;25;2330;2931;2021-10-29 06:15:49+00:00
sunpy/sunpy;139;4772;903;2024-08-28 15:59:11+00:00
supermihi/pytaglib;12;4751;179;2024-05-01 13:06:34+00:00
theislab/sfaira;16;1452;134;2023-10-19 10:11:21+00:00
tomerfiliba/plumbum;10;4507;2798;2024-05-20 17:07:37+00:00
uber/h3-py;23;2269;805;2024-08-27 15:05:20+00:00
uber/petastorm;48;2266;1778;2023-12-02 05:11:31+00:00
usnistgov/pyMCR;8;2451;81;2021-10-26 13:30:53+00:00
vatlab/SOS;51;3120;271;2024-04-11 00:10:46+00:00
wavespectra/wavespectra;14;1825;66;2024-07-09 06:21:56+00:00
weecology/retriever;12;4811;307;2023-04-16 19:41:10+00:00
wikimedia/cumin;16;2794;24;2024-05-08 10:11:46+00:00
willcl-ark/lnd_grpc;12;2043;40;2019-09-27 09:42:57+00:00
williballenthin/python-registry;5;4856;425;2023-10-18 18:03:04+00:00
wookayin/gpustat;11;3049;3994;2024-01-12 14:48:30+00:00
xigt/xigt;5;4155;31;2021-09-15 01:27:43+00:00
ymyzk/python-gyazo;28;3689;19;2022-11-21 14:53:07+00:00
zapatacomputing/z-quantum-core;15;1598;27;2022-06-23 19:10:07+00:00
CenterForOpenScience/osf.io;21;4118;665;2024-08-27 14:53:16+00:00
DIRACGrid/DIRAC;211;4894;111;2024-08-29 10:34:59+00:00
DataDog/datadogpy;62;3501;608;2024-08-23 13:57:11+00:00
DataDog/dd-agent;103;4990;1298;2024-06-20 15:46:58+00:00
Mozilla-TWQA/Hasal;11;3076;30;2017-12-07 03:47:09+00:00
MrSprigster/Twitch-on-Kodi;56;4463;268;2023-09-09 12:11:44+00:00
OnToology/OnToology;7;3459;78;2024-03-26 19:16:16+00:00
OpenCanada/website;15;3380;14;2021-05-26 18:10:09+00:00
allankp/pytest-testrail;14;3141;95;2021-10-21 14:26:48+00:00
beebeeep/cacus;11;3265;10;2018-11-26 20:37:52+00:00
bryantbhowell/tableau_tools;42;2976;215;2021-04-21 15:05:44+00:00
certbot/certbot;52;3578;31250;2024-08-28 14:22:22+00:00
ckan/datapusher;7;4308;76;2024-03-13 10:34:44+00:00
foospidy/HoneyPy;18;3938;457;2024-03-21 11:20:32+00:00
getsentry/sentry;135;5112;38415;2024-08-29 20:15:42+00:00
h3llrais3r/Auto-Subliminal;23;3906;42;2023-10-11 15:58:17+00:00
hfaran/piazza-api;19;3913;185;2024-06-06 07:08:00+00:00
hypothesis/h;85;4532;2921;2024-08-29 13:40:35+00:00
ikreymer/pywb;41;3916;1356;2024-04-26 08:32:43+00:00
internetarchive/openlibrary;107;5782;5062;2024-08-29 17:47:57+00:00
john-kurkowski/tldextract;7;4933;1826;2024-08-27 21:56:07+00:00
log2timeline/plaso;48;3642;1686;2024-08-26 16:33:39+00:00
mgckind/easyaccess;20;3491;15;2021-07-02 12:23:16+00:00
mixja/cfn-lambda-handler;7;2884;15;2019-08-03 21:46:40+00:00
mozilla/mozregression;108;5313;172;2024-08-27 18:58:28+00:00
opentargets/data_pipeline;16;3146;17;2021-06-21 19:18:17+00:00
openvstorage/framework;70;3326;27;2019-07-29 08:40:14+00:00
parklab/refinery-platform;36;4662;102;2019-12-09 15:54:19+00:00
proycon/clam;88;5168;129;2024-03-14 20:42:31+00:00
pysat/pysat;38;3434;150;2024-03-27 21:52:08+00:00
scrapinghub/python-scrapinghub;9;4762;202;2024-01-18 07:46:24+00:00
sethblack/python-seo-analyzer;11;4261;1146;2024-05-09 20:48:57+00:00
six-pack/Axis-Mundi;7;3407;59;2017-09-30 22:42:49+00:00
sonata-nfv/son-emu;9;3144;36;2019-12-17 10:06:11+00:00
splunk/splunk-ansible;63;2177;354;2024-07-25 21:26:12+00:00
vmware/pyvmomi;28;3912;2202;2024-07-31 07:56:55+00:00
ENCODE-DCC/encoded;84;4283;110;2024-06-26 16:56:59+00:00
FCP-INDI/C-PAC;38;4452;62;2024-05-03 21:22:36+00:00
GeoNode/geonode;42;5201;1426;2024-08-28 12:59:04+00:00
GoogleCloudPlatform/PerfKitBenchmarker;17;3696;1892;2024-08-29 16:39:08+00:00
Koed00/django-q;78;3364;1817;2021-06-26 12:04:16+00:00
Nextdoor/kingpin;24;3669;27;2024-08-16 17:16:56+00:00
PUNCH-Cyber/stoq-plugins-public;13;3206;71;2022-02-07 14:35:03+00:00
RaRe-Technologies/smart_open;51;3527;3162;2024-08-15 14:21:40+00:00
ansible-collections/amazon.aws;62;1660;281;2024-08-29 20:04:58+00:00
artsy/hokusai;37;2830;92;2024-08-23 17:35:37+00:00
aws/aws-parallelcluster;89;3761;825;2024-08-28 19:02:10+00:00
biothings/biothings.api;9;3151;45;2024-07-23 21:14:39+00:00
buildbot/buildbot;74;5168;5230;2024-08-29 12:44:30+00:00
celery/kombu;32;5181;2851;2024-08-25 07:12:28+00:00
cloudtools/stacker;38;3522;711;2023-08-15 16:22:56+00:00
conda/conda;167;4335;6322;2024-08-29 13:04:47+00:00
django-ses/django-ses;50;4965;994;2024-08-22 18:25:37+00:00
edx/edx-ora2;309;3901;61;2024-08-23 06:11:07+00:00
etianen/django-s3-storage;9;3514;411;2023-11-04 15:49:25+00:00
jantman/awslimitchecker;33;3372;515;2021-08-04 15:12:06+00:00
mapproxy/mapproxy;5;4511;546;2024-08-27 13:10:10+00:00
mapzen/tilequeue;38;3618;46;2023-03-03 23:17:56+00:00
mgrp/django-distill;16;3417;419;2024-08-23 06:39:29+00:00
mozilla-services/autopush;90;3464;217;2023-07-13 23:39:07+00:00
mozilla-services/socorro;192;4754;585;2024-08-27 08:22:38+00:00
nchammas/flintrock;14;3374;636;2024-02-24 19:13:47+00:00
ngageoint/scale;39;3207;105;2022-01-10 03:02:58+00:00
novemberfiveco/s3pypi;32;3074;320;2024-01-14 20:11:21+00:00
open-craft/opencraft;15;3308;55;2022-08-22 13:52:22+00:00
openstax/openstax-cms;227;3228;97;2024-08-21 17:52:41+00:00
sbrunner/tilecloud-chain;75;4360;47;2024-08-09 06:40:53+00:00
scrapinghub/spidermon;10;3208;526;2024-07-15 14:08:48+00:00
spotify/luigi;59;4361;17658;2024-08-26 11:47:50+00:00
spulec/moto;30;4209;7571;2024-08-29 08:17:10+00:00
tendenci/tendenci;116;5228;487;2024-08-27 15:26:40+00:00
wamdam/backy2;22;3264;192;2022-06-27 08:14:03+00:00
xethorn/garcon;31;3538;39;2021-05-09 20:57:21+00:00
zalando-stups/berry;5;3437;12;2017-09-19 18:27:53+00:00
zalando-stups/senza;127;3440;96;2023-03-27 13:48:59+00:00
zulip/zulip;104;3261;21079;2024-08-29 20:29:33+00:00
Murodese/pynab;9;3986;209;2016-01-05 03:18:27+00:00
cloudera/ibis;22;3421;4908;2024-08-29 14:47:51+00:00
psf/black;44;2360;38277;2024-08-26 17:07:54+00:00
robshakir/pyangbind;10;3415;201;2024-08-05 06:59:51+00:00
scrapinghub/dateparser;29;3566;2519;2024-08-26 09:32:24+00:00
securisec/chepy;52;1768;897;2024-07-09 02:51:54+00:00
vertexproject/synapse;315;3367;348;2024-08-29 18:18:06+00:00
xxyzz/WordDumb;115;1407;367;2024-08-29 12:28:35+00:00
ARTFL-Project/PhiloLogic4;62;4209;34;2024-07-09 19:54:45+00:00
kovidgoyal/calibre;303;4111;19199;2024-08-29 15:56:40+00:00
SeldonIO/alibi;33;2011;2364;2024-05-21 08:57:13+00:00
SimonBlanke/hyperactive;31;2128;501;2024-08-26 14:53:29+00:00
Tobias-Fischer/rt_gene;10;2157;365;2023-12-04 15:48:41+00:00
beringresearch/ivis;36;2208;327;2024-06-13 05:28:48+00:00
christianversloot/extra_keras_datasets;31;1694;31;2024-06-25 12:16:16+00:00
evilsocket/ergo;17;2108;294;2021-03-08 13:11:19+00:00
google/qkeras;6;1849;532;2024-07-29 17:29:19+00:00
keras-team/keras-tuner;32;1910;2846;2024-06-24 17:09:39+00:00
maxpumperla/elephas;10;3304;1573;2022-08-31 01:52:51+00:00
PMEAL/OpenPNM;39;4052;442;2024-08-07 15:24:03+00:00
ejeschke/ginga;25;4450;120;2024-08-22 21:20:15+00:00
igmhub/picca;21;2822;29;2024-07-15 16:09:17+00:00
jobovy/galpy;20;4734;223;2024-08-28 04:26:58+00:00
matplotlib/matplotlib;87;4940;19892;2024-08-23 18:31:22+00:00
nkarasiak/dzetsaka;33;3026;80;2021-08-05 18:55:14+00:00
numbbo/coco;41;3309;259;2024-07-25 10:48:44+00:00
ratschlab/spladder;24;3691;103;2024-04-23 14:12:50+00:00
scikit-learn/scikit-learn;42;5126;59279;2024-08-29 12:15:43+00:00
scipy/scipy;93;4922;12868;2024-08-29 11:30:30+00:00
Bookworm-project/BookwormDB;9;4690;84;2020-10-13 19:51:57+00:00
FORTH-ICS-INSPIRE/artemis;12;2103;302;2023-05-05 09:01:48+00:00
abe-winter/pg13-py;9;3515;16;2020-03-29 22:43:32+00:00
checktheroads/hyperglass;27;1940;618;2024-07-01 04:08:01+00:00
linzhiming0826/sanic-restful;7;1816;21;2023-08-14 02:49:39+00:00
long2ice/mysql2ch;24;1657;347;2021-09-18 06:53:37+00:00
materials-data-facility/forge;29;2794;30;2022-08-01 17:11:59+00:00
zulip/zulip-terminal;7;2378;613;2024-08-19 23:59:59+00:00
ARMmbed/mbed-cli;43;3071;332;2021-09-23 12:44:20+00:00
CellProfiler/CellProfiler-Analyst;6;4676;144;2024-03-12 12:07:40+00:00
CubicERP/cubicerp;5;2789;34;2021-08-05 01:32:20+00:00
Flexget/Flexget;282;4909;1722;2024-08-16 15:14:52+00:00
PokemonGoF/PokemonGo-Bot;7;2962;3858;2018-02-19 00:04:38+00:00
akvo/akvo-rsr;117;5386;39;2024-08-26 06:33:29+00:00
camptocamp/c2cgeoportal;66;4649;64;2024-08-29 09:32:40+00:00
debomatic/debomatic;21;3695;24;2024-07-16 20:09:23+00:00
gwastro/pycbc;157;3467;312;2024-08-23 15:21:58+00:00
maloep/romcollectionbrowser;8;3416;83;2021-05-21 04:04:04+00:00
phrawzty/AudioAddict.bundle;9;3776;24;2020-11-27 09:22:49+00:00
sabnzbd/sabnzbd;223;4767;2233;2024-08-26 02:47:15+00:00
stamparm/maltrail;61;3555;6302;2024-08-29 18:32:11+00:00
yomguy/DeeFuzzer;9;4693;143;2024-08-14 16:37:57+00:00
AllenInstitute/ipfx;6;2454;24;2023-12-13 17:21:45+00:00
ManageIQ/wrapanapi;69;3285;17;2024-08-27 06:28:14+00:00
Yelp/Tron;17;5102;340;2024-08-28 16:19:55+00:00
aiidateam/aiida-core;35;2806;426;2024-08-20 15:19:19+00:00
beetbox/beets;34;5133;12684;2024-08-27 12:34:49+00:00
datadotworld/data.world-py;24;2778;101;2024-04-19 12:45:49+00:00
datalad/datalad;109;3954;520;2024-08-27 15:59:11+00:00
emc-openstack/vnx-direct-driver;26;3907;18;2019-02-26 02:33:11+00:00
frappe/erpnext;1402;4831;18773;2024-08-29 10:41:09+00:00
frappe/frappe;1280;4831;6879;2024-08-29 11:58:21+00:00
jaraco/wolframalpha;11;3200;148;2024-08-25 10:42:01+00:00
lxc/pylxd;12;3383;253;2024-07-17 22:12:23+00:00
mesosphere/marathon-lb;52;3249;449;2020-09-25 21:48:03+00:00
openatv/enigma2;10;4445;199;2024-08-27 13:46:20+00:00
pndurette/gTTS;22;3759;2245;2024-08-13 16:25:32+00:00
rackspace/pyrax;22;4354;237;2022-09-21 15:14:38+00:00
sanger-pathogens/gff3toembl;5;3620;29;2018-12-04 17:08:24+00:00
scrapy/w3lib;11;4883;388;2024-06-12 06:37:19+00:00
wkentaro/gdown;20;3239;4140;2024-05-12 06:37:14+00:00
yougov/pmxbot;17;3193;26;2024-08-25 10:43:15+00:00
ARMmbed/yotta;89;3857;164;2021-01-15 13:49:47+00:00
CloudVE/cloudbridge;15;3272;113;2024-04-13 18:03:03+00:00
CoreSecurity/pysap;17;3809;215;2023-10-24 00:52:28+00:00
LibertyAces/BitSwanPump;6;2080;24;2024-07-25 10:01:44+00:00
SFDO-Tooling/CumulusCI;233;3891;356;2024-08-23 03:02:07+00:00
Tribler/tribler;141;4203;4763;2024-08-29 13:02:51+00:00
ansible/awx;64;2661;13825;2024-08-29 13:24:35+00:00
bargate-project/bargate;29;3791;17;2019-08-22 13:49:07+00:00
barneygale/quarry;11;3711;532;2023-06-13 22:28:06+00:00
cowrie/cowrie;19;3397;5086;2024-08-27 01:46:26+00:00
home-assistant/hassio;435;2725;1712;2024-08-28 07:32:19+00:00
jpadilla/pyjwt;37;4934;5061;2024-08-26 22:43:36+00:00
log2timeline/dfvfs;18;3642;201;2024-05-08 04:06:17+00:00
offu/WeRoBot;28;4229;4563;2022-03-27 04:25:48+00:00
ojarva/python-sshpubkeys;7;3542;100;2023-11-14 18:55:45+00:00
paterva/maltego-trx;10;2277;215;2023-12-21 08:32:01+00:00
phaethon/kamene;19;3500;863;2021-08-04 10:48:43+00:00
privacyidea/privacyidea;43;3740;1469;2024-08-29 07:59:58+00:00
reviewboard/reviewboard;9;5485;1555;2024-08-23 23:31:42+00:00
secdev/scapy;13;3255;10500;2024-08-22 13:00:26+00:00
thinkst/opencanary;6;3312;2269;2024-06-03 14:05:57+00:00
twisted/twisted;32;4807;5540;2024-08-28 20:40:17+00:00
Abjad/abjad;29;3957;237;2024-06-14 19:11:14+00:00
PyMySQL/mysqlclient;13;3776;2441;2024-08-21 10:10:56+00:00
Thermondo/pytest-translations;5;3529;17;2023-09-11 06:17:49+00:00
aibasel/pyperplan;6;1659;90;2022-11-17 16:15:11+00:00
diofant/diofant;8;3476;69;2024-08-29 15:14:46+00:00
edgedb/edgedb;26;2617;12894;2024-08-29 15:36:00+00:00
pytest-dev/pytest;72;3362;11824;2024-08-29 11:54:47+00:00
tarbell-project/tarbell;6;4259;166;2022-03-31 19:52:50+00:00
translate/translate;74;4545;838;2024-08-28 06:10:13+00:00
IdentityPython/pysaml2;51;4480;556;2024-04-24 15:14:06+00:00
NervanaSystems/neon;32;3605;3869;2019-05-22 18:27:54+00:00
ceholden/yatsm;13;3738;63;2018-01-13 01:47:40+00:00
copier-org/copier;42;4685;1894;2024-08-29 17:49:02+00:00
csirtgadgets/bearded-avenger;42;3632;180;2023-04-20 22:54:05+00:00
inducer/pycuda;8;4894;1813;2024-07-30 13:52:24+00:00
ionrock/cachecontrol;6;4090;467;2024-07-15 17:04:19+00:00
jasonlaska/skggm;6;3001;238;2023-06-15 16:53:55+00:00
Chavithra/degiro-connector;11;1486;210;2024-07-25 20:06:48+00:00
Rhinik/vkquick;26;1573;70;2022-12-11 09:14:27+00:00
eversum/galacteek;58;2112;169;2023-06-05 11:44:44+00:00
hsahovic/poke-env;50;1850;290;2024-08-23 23:12:29+00:00
sumeshi/evtx2es;6;1790;80;2024-06-28 18:11:37+00:00
terraform-compliance/cli;179;2706;1343;2024-04-05 09:19:16+00:00
panoptes/POCS;9;3983;77;2024-07-08 17:56:22+00:00
BjornFJohansson/pydna;16;3494;162;2024-04-22 16:51:50+00:00
ClusterLabs/crmsh;18;3816;130;2024-08-29 08:40:25+00:00
DIYBookScanner/spreads;8;4091;125;2016-04-21 12:25:23+00:00
Galvant/InstrumentKit;15;4138;244;2024-08-06 03:03:33+00:00
HERA-Team/pyuvdata;39;3236;82;2024-08-27 15:36:34+00:00
MasterOdin/pylint_runner;9;3451;19;2024-06-22 03:26:36+00:00
ReproNim/niceman;8;3045;24;2023-06-16 15:45:36+00:00
SALib/SALib;33;4109;864;2024-07-14 11:03:35+00:00
StingraySoftware/stingray;11;3256;170;2024-07-05 13:20:55+00:00
Thor77/TeamspeakStats;14;3335;18;2023-01-14 18:03:31+00:00
ajdawson/eofs;6;4185;198;2024-01-10 09:51:57+00:00
ajdawson/windspharm;6;4454;82;2023-01-10 12:27:55+00:00
alkaline-ml/pmdarima;44;2709;1569;2024-02-23 02:45:37+00:00
amzn/ion-python;17;3065;259;2024-08-01 19:31:59+00:00
apple/coremltools;39;2617;4301;2024-08-28 22:38:24+00:00
bashtage/arch;47;3653;1311;2024-07-27 04:51:19+00:00
bbangert/beaker;9;4701;516;2024-04-11 20:27:23+00:00
biocore/scikit-bio;24;3912;877;2024-08-28 16:09:34+00:00
bodbdigr/restea;6;3452;9;2022-03-17 16:49:26+00:00
bodono/scs-python;5;2501;40;2024-08-24 15:22:16+00:00
cdent/paste;6;2137;59;2024-05-01 11:39:58+00:00
chainer/chainermn;7;2767;207;2019-04-25 08:54:30+00:00
cihologramas/pyoptools;7;3432;136;2024-06-22 16:10:26+00:00
dib-lab/khmer;14;4489;747;2019-03-13 13:42:12+00:00
diyan/pywinrm;10;4437;1054;2024-08-09 02:07:49+00:00
django-oscar/django-oscar;8;5012;6214;2024-08-14 09:38:34+00:00
edickie/ciftify;22;2919;111;2021-07-06 04:23:21+00:00
frictionlessdata/datapackage-py;76;3237;191;2024-03-12 16:09:58+00:00
gcovr/gcovr;12;4124;853;2024-08-26 21:58:18+00:00
geopandas/geopandas;36;4081;4421;2024-08-25 10:10:15+00:00
histrio/py-couchdb;5;4243;114;2024-05-29 09:54:34+00:00
ianlini/flatten-dict;10;2814;174;2022-03-30 17:22:01+00:00
iotile/coretools;105;2836;14;2021-07-01 17:39:47+00:00
juhasch/PhysicalQuantities;15;3786;21;2023-08-20 14:32:02+00:00
jupyter-server/jupyter_server;123;2899;479;2024-08-01 14:54:29+00:00
jupyter/nbconvert;52;3430;1708;2024-08-28 12:53:06+00:00
kotfu/tomcat-manager;14;4256;115;2023-12-03 04:32:23+00:00
landlab/landlab;9;3765;349;2024-08-28 19:53:47+00:00
linkcheck/linkchecker;9;2767;867;2024-08-28 18:31:30+00:00
lmfit/lmfit-py;37;4777;1051;2024-08-17 19:02:01+00:00
luispedro/mahotas;6;5324;837;2024-07-17 19:01:14+00:00
markokr/rarfile;5;4692;244;2024-04-07 20:07:33+00:00
mwaskom/seaborn;37;4455;12355;2024-07-22 11:32:48+00:00
nccgroup/ScoutSuite;35;2130;6567;2024-05-10 09:24:57+00:00
networkx/networkx;56;5106;14655;2024-08-28 06:00:56+00:00
nilearn/nilearn;11;4981;1157;2024-08-27 18:40:46+00:00
oemof/oemof-solph;37;3201;293;2024-08-29 12:18:15+00:00
pierrepo/PBxplore;5;4094;28;2021-01-27 14:45:40+00:00
plotly/plotly.py;85;3934;15940;2024-08-29 18:22:16+00:00
pvlib/pvlib-python;43;3481;1155;2024-08-29 12:12:55+00:00
pydata/pandas-gbq;40;2759;437;2024-08-16 18:10:51+00:00
pymssql/pymssql;17;4007;832;2024-08-25 16:05:31+00:00
python-visualization/folium;28;4130;6832;2024-06-29 16:33:06+00:00
qtile/qtile;21;5843;4754;2024-08-29 19:46:25+00:00
rasbt/mlxtend;29;3668;4855;2024-07-02 00:51:45+00:00
sckott/pygbif;11;3529;106;2024-05-02 11:58:19+00:00
statsmodels/statsmodels;27;4827;9946;2024-08-27 15:06:42+00:00
tqdm/tqdm;128;3375;28247;2024-08-03 22:25:22+00:00
uber/vertica-python;69;4040;378;2024-08-13 05:34:11+00:00
witten/atticmatic;123;3571;1714;2024-08-20 22:03:49+00:00
AdCombo/flask-combo-jsonapi;8;1676;32;2024-01-12 08:44:02+00:00
MediaBrowser/MediaBrowser.Kodi;66;3962;46;2015-04-19 15:19:18+00:00
getsentry/raven-python;10;4711;1678;2021-01-18 21:40:41+00:00
gmr/consulate;5;3773;342;2021-10-23 21:39:09+00:00
jrnl-org/jrnl;47;4536;6424;2024-06-14 02:36:04+00:00
karlproject/karl;22;4770;48;2020-06-14 07:25:41+00:00
matrix-org/synapse;527;3671;11782;2023-12-13 14:50:56+00:00
mirnylab/cooler;44;3151;200;2024-06-17 20:13:08+00:00
mozilla/amo-validator;12;4926;61;2019-02-01 09:09:59+00:00
pyecharts/pyecharts;5;2625;14733;2024-06-20 12:51:40+00:00
whamcloud/integrated-manager-for-lustre;35;2684;71;2020-12-22 22:57:41+00:00
CAMBI-tech/BciPy;9;2284;124;2023-05-02 19:57:49+00:00
JonathanVusich/pcpartpicker;15;2127;84;2024-08-29 14:41:41+00:00
Netflix/consoleme;27;1751;3102;2024-05-16 17:20:04+00:00
delira-dev/delira;8;2088;220;2020-02-06 09:07:42+00:00
jgrss/geowombat;57;2001;183;2024-05-01 08:11:21+00:00
josiah-wolf-oberholtzer/supriya;38;3829;246;2024-08-29 03:32:46+00:00
libAtoms/matscipy;22;3691;171;2024-07-24 18:27:55+00:00
open-mmlab/mmcv;62;2199;5800;2024-08-17 03:57:27+00:00
plangrid/flask-rebar;9;2376;231;2024-08-08 19:53:55+00:00
ploigos/ploigos-step-runner;16;1570;20;2023-03-31 21:33:47+00:00
sodafoundation/delfin;33;1603;202;2024-02-14 17:25:28+00:00
vsergeev/u-msgpack-python;13;3987;253;2023-05-18 09:23:20+00:00
zach401/acnportal;7;2289;74;2023-11-21 22:32:17+00:00
AlexandreDecan/sismic;20;3195;140;2024-05-10 13:20:20+00:00
Anaconda-Platform/anaconda-client;52;4172;145;2024-08-28 21:03:31+00:00
BerkeleyAutomation/autolab_core;6;2873;80;2022-02-02 21:00:42+00:00
EducationalTestingService/skll;71;4045;550;2024-07-30 17:53:48+00:00
FOSSEE/online_test;26;4678;298;2022-03-31 07:57:20+00:00
FederatedAI/FATE;51;2044;5633;2024-08-21 07:30:27+00:00
Felienne/hedy;12;1725;1292;2024-08-29 06:45:03+00:00
HPInc/ml-git;8;1492;33;2023-10-03 20:52:37+00:00
NLeSC/scriptcwl;13;2878;40;2020-04-29 15:43:53+00:00
NVIDIA/NeMo;49;1850;11381;2024-08-29 20:13:39+00:00
Parsely/streamparse;46;3771;1493;2024-08-09 15:10:10+00:00
Prototype-X/Zabbix-Network-Weathermap;6;3064;88;2018-10-12 09:13:47+00:00
Quansight/qhub;108;1608;274;2024-08-29 15:38:35+00:00
RasaHQ/rasa;253;2876;18556;2024-03-21 15:05:22+00:00
SubstraFoundation/distributed-learning-contributivity;5;1826;56;2021-11-23 16:48:15+00:00
afourmy/e-napalm;60;2517;809;2024-03-12 09:28:43+00:00
andreoliwa/nitpick;53;2351;393;2024-08-27 08:20:42+00:00
center-for-threat-informed-defense/adversary_emulation_library;5;1583;1644;2023-10-25 18:11:41+00:00
coala/coala-bears;14;3119;295;2021-03-18 16:30:17+00:00
common-workflow-language/python-cwlgen;8;2775;29;2020-06-09 13:03:16+00:00
conda-incubator/grayskull;71;1696;311;2024-08-21 07:29:39+00:00
cookiecutter/cookiecutter;29;4064;22234;2024-07-09 09:21:15+00:00
demisto/demisto-sdk;210;1761;70;2024-08-28 10:08:54+00:00
exosite/exoline;6;4089;14;2016-08-23 03:58:54+00:00
getpopper/popper;20;3253;301;2021-09-29 17:10:02+00:00
gschivley/PowerGenome;18;1869;197;2024-07-22 19:45:14+00:00
home-assistant-ecosystem/home-assistant-cli;19;2955;431;2024-05-12 21:51:01+00:00
homebysix/pre-commit-macadmin;39;2009;63;2024-06-10 16:16:58+00:00
jwplayer/buildpipe-buildkite-plugin;12;2399;91;2023-07-17 15:51:39+00:00
lykius/hesiod;9;1377;20;2021-12-19 12:16:36+00:00
materialsproject/custodian;30;4224;135;2024-07-11 02:17:49+00:00
materialsproject/pymatgen;287;4694;1467;2024-08-29 20:10:26+00:00
pr-omethe-us/PyKED;12;2933;15;2021-12-13 14:34:45+00:00
pre-commit/pre-commit-hooks;34;3822;5170;2024-08-26 23:30:06+00:00
rabobank-cdc/DeTTACT;24;1980;2032;2024-04-16 12:03:57+00:00
saturncloud/prefect-saturn;14;1518;16;2022-03-07 12:08:15+00:00
solus-project/ypkg;15;3476;56;2018-06-15 16:42:53+00:00
tjhowse/modbus4mqtt;14;1521;75;2024-03-29 04:52:13+00:00
xoxys/ansible-doctor;78;1787;122;2024-08-26 00:41:13+00:00
Akuli/porcupine;39;2756;154;2024-06-23 18:08:15+00:00
BlueBrain/NeuroM;64;3408;101;2024-06-11 07:52:52+00:00
C0D3D3V/Moodle-Downloader-2;68;1715;411;2024-07-04 12:40:22+00:00
CLIMADA-project/climada_python;36;2463;296;2024-07-19 07:57:49+00:00
ComplianceAsCode/auditree-framework;50;1583;59;2024-08-20 12:48:36+00:00
Donders-Institute/bidscoin;40;2324;129;2024-08-28 13:43:22+00:00
H-uru/korman;21;4448;35;2024-08-25 22:55:20+00:00
HyperLink-Technology/brownie;129;2127;2636;2024-07-12 01:32:56+00:00
JohnDoenut/biopeaks;12;2010;62;2024-08-12 13:51:49+00:00
JonnyHaystack/i3-resurrect;15;1901;366;2022-06-18 17:43:06+00:00
Kanjirito/simple-manga-downloader;32;1893;30;2022-06-11 14:14:53+00:00
Kozea/tinycss2;15;4139;159;2024-06-18 21:23:02+00:00
Kuifje02/vrpy;6;1613;174;2022-04-16 08:07:49+00:00
LCA-ActivityBrowser/activity-browser;37;2689;140;2024-08-29 10:48:08+00:00
MouseLand/suite2p;14;2236;343;2024-04-19 18:28:59+00:00
PyCQA/pylint;93;3186;5234;2024-08-27 20:23:27+00:00
RuedigerVoigt/exoskeleton;27;1772;21;2022-04-27 19:59:36+00:00
StochSS/GillesPy2;39;2536;71;2023-04-27 21:51:04+00:00
The-Compiler/qutebrowser;90;3717;9566;2024-08-23 19:44:20+00:00
aaugustin/websockets;40;4170;5118;2024-08-28 21:12:37+00:00
alphatwirl/atpbar;29;2020;93;2024-07-07 21:53:03+00:00
