repo_name;release_count;age
sharkwouter/minigalaxy;16;2069
yaph/geonamescache;7;4488
C4ptainCrunch/ics.py;9;3961
IBM/MAX-Image-Caption-Generator;5;2364
benbusby/whoogle-search;29;1681
osuosl/ganeti_webmgr;7;4380
python-bugzilla/python-bugzilla;6;3387
sentinelsat/sentinelsat;13;3386
tasmota/decode-config;36;1744
upstox/upstox-python;11;2631
ApacheInfra/superset;205;3327
lucyparsons/OpenOversight;29;3066
CouchPotato/CouchPotatoServer;15;4953
Externoak/A32NX-installer;10;1435
RDFLib/rdflib;13;4591
add-ons/plugin.video.vrt.nu;69;2748
arthurazs/dotapatch;16;2887
balloob/pychromecast;98;3984
emilsvennesson/script.module.inputstreamhelper;33;2542
hhursev/recipe-scraper;147;3272
jrkerns/pylinac;18;3608
lalitpagaria/obsei;14;1403
mozilla/code-coverage;50;1879
mpvqc/mpvQC;8;3130
obspy/obspy;24;4373
piqueserver/piqueserver;11;2801
sendgrid/sendgrid-python;107;4569
soimort/you-get;122;4392
sony/nnabla-examples;48;2488
twu/skjold;18;1677
achillean/shodan-python;27;5105
bugsnag/bugsnag-python;36;4416
editorsnotes/editorsnotes-server;10;5354
elastic/apm-agent-python;100;2604
epsagon/epsagon-python;307;2160
ewels/MultiQC;41;3313
fedora-infra/fedmsg;13;4592
galaxyproject/pulsar;7;3723
google/transitfeed;30;3636
hydroshare/hydroshare;192;3619
learningequality/ka-lite;25;4371
metomi/rose;78;4336
mozilla/balrog;125;4704
numenta/nupic;47;4163
sympy/sympy-live;8;5035
tableau/TabPy;21;2892
thombashi/tcconfig;82;3147
unt-libraries/django-premis-event-service;6;3857
hangoutsbot/hangoutsbot;37;3509
AppThreat/vulnerability-db;119;1683
piccolo-orm/piccolo;159;2132
ArduPilot/MAVProxy;12;4502
ganeti/ganeti;7;3608
AresValley/Artemis;6;1978
Tautulli/Tautulli;224;3476
TracyWebTech/django-revproxy;21;4032
affjljoo3581/canrevan;23;1551
cloudinary/pycloudinary;46;4501
edmorley/newrelic-python-agent;68;3212
mdmintz/SeleniumBase;950;3830
nasa/apod-api;9;3193
transifex/transifex-client;22;4532
libstorage/libstoragemgmt;40;3453
CloudBotIRC/CloudBot;11;3775
DaveMDS/epymc;8;3928
Diaoul/subliminal;14;4804
Edraak/edx-platform;71;3658
OddBloke/sphinx-git;6;4434
aag/apple_trailer_downloader;6;4625
cms-dev/cms;12;4714
duckduckgo/zeroclickinfo-fathead;6;4804
fabiocaccamo/django-freeze;7;3241
lakewik/EasyStorj;17;2720
lorien/grab;5;4138
steeve/xbmctorrent;15;4029
stephenmcd/mezzanine;9;5206
the-virtual-brain/tvb-framework;5;4172
Axelrod-Python/Axelrod;94;3480
Hiroshiba/pytorch-trainer;8;1719
mozilla/OpenWPM;35;3733
aertslab/pySCENIC;47;2367
schlegelp/navis;26;2039
tensorflow/quantum;10;1666
python-beaver/python-beaver;13;4418
BigBrotherBot/big-brother-bot;13;5728
Hugovdberg/PIconnect;17;2474
Jahaja/psdash;10;3851
PythonCharmers/python-future;7;4064
SatelliteQE/robottelo;63;4522
StingraySoftware/HENDRICS;8;2628
Toblerity/Shapely;21;4625
autotest/autotest-docker;9;3817
beaker-project/beaker;14;5085
carlosescri/DottedDict;6;3828
casacore/python-casacore;19;3768
celery/celery;50;5606
codecov/codecov-python;6;3676
dimagi/jsonobject;7;4080
django-haystack/django-haystack;15;5690
dw/mitogen;7;2937
elastic/elasticsearch-py;79;4137
enthought/chaco;10;4962
epsy/sigtools;7;3987
eve-val/evelink;10;4425
galaxyproject/bioblend;15;4468
google/apitools;10;3486
google/google-api-python-client;200;3885
google/oauth2client;18;3948
goshippo/shippo-python-client;7;3668
haypo/perf;11;3011
iconfinder/pyvat;17;4167
jorisroovers/gitlint;30;3283
mathics/Mathics;15;4951
pajbot/pajbot;33;3363
pulp/pulp_docker;6;3804
pydata/xarray;94;3986
pyinstaller/pyinstaller;67;4663
qubole/qds-sdk-py;60;4104
redhat-performance/tuned;33;2933
robotools/fontParts;46;3102
rollbar/pyrollbar;43;4399
scalyr/scalyr-agent-2;108;3641
scikit-learn-contrib/categorical-encoding;16;3196
sciunto-org/python-bibtexparser;9;4253
simphony/osp-core;23;1529
slimta/python-slimta;14;4279
sookasa/box.py;8;3967
splunk/splunk-sdk-python;23;4910
stripe/stripe-python;291;4814
sunscrapers/djoser;23;3621
tweepy/tweepy;31;5533
uw-it-aca/myuw;297;3564
yaybu/yaybu;7;4946
zmwangx/storyboard;9;3489
Azure/aztk;15;2648
CoreSecurity/impacket;13;3424
GetStream/stream-python;13;3747
IdentityPython/SATOSA;49;3284
IdentityPython/pyjwkest;16;4348
Keeper-Security/Commander;156;3285
LaunchKey/launchkey-python;18;4076
LedgerHQ/blue-loader-python;6;3061
OpenIDC/pyoidc;32;4676
ct-Open-Source/tuya-convert;9;2052
darknessomi/musicbox;12;3677
edx/edx-proctoring;264;3370
edx/xblock-lti-consumer;104;3216
etingof/pysnmp;20;3108
flobz/psa_car_controller;20;1383
freedomofpress/securedrop;49;4614
inquisb/keimpx;6;4447
jaraco/keyrings.alt;12;3150
koldinger/Tardis;40;3882
mikelolasagasti/revelation;7;4634
nmantani/FileInsight-plugins;29;4376
nuxeo/nuxeo-drive;85;4472
obsidianforensics/hindsight;11;3752
pyload/pyload;17;4218
snowflakedb/snowflake-connector-python;106;2982
thumbor/thumbor;130;4915
tintinweb/scapy-ssl_tls;11;3719
Azure/azure-sdk-for-python;3604;4510
felix-hilden/tekore;47;1844
willforde/script.module.codequick;13;3083
BD2KGenomics/toil;53;3439
openstack/cloudbase-init;7;3626
PaddlePaddle/PaddleSlim;9;1718
PyLops/pylops;29;2120
hyperspy/hyperspy;42;4759
invesalius/invesalius3;19;4320
rochefort-lab/fissa;10;3226
rbw/aiosnow;16;1755
Battleman/zoomdl;23;1616
jjjake/internetarchive;47;4397
pypa/twine;12;4034
Jhsmit/ColiCoords;7;2648
JohnKendrick/PDielec;27;3208
czheo/syntax_sugar_python;16;2777
huggingface/nlp;89;1617
hsoft/dupeguru;8;4086
Boltgolt/howdy;11;2428
JrGoodle/clowder;40;3350
skyzh/canvas_grab;36;1642
Braedon/prometheus-es-exporter;26;3149
DataDog/apigentools;9;1888
DataDog/riot;32;1514
GreyNoise-Intelligence/pygreynoise;15;2456
Stratoscale/skipper;47;2934
Yubico/yubioath-desktop;42;3845
ansible-community/molecule;74;3207
fedora-python/pyp2rpm;12;3335
fitnr/svgis;11;3368
getpatchwork/git-pw;28;3230
globus/globus-cli;59;3096
godaddy/tartufo;44;1757
googlesamples/assistant-sdk-python;12;2682
hnicke/sodalite;81;2551
indico/indico;61;4782
klensy/wt-tools;14;3539
kxr/o-must-gather;11;1543
networktocode/network-importer;17;1795
sonatype-nexus-community/jake;31;1784
tony/vcspull;38;3994
trhallam/segysak;26;1868
vals/umis;17;3360
Brobin/drf-generators;17;3432
rockstor/rockstor-core;109;4168
jazzband/django-constance;5;5092
Miserlou/Zappa;6;3143
mixpanel/mixpanel-python;12;4089
dagster-io/dagster;321;2313
CBIIT/nci-webtools-dceg-linkage;46;3506
kkrypt0nn/Python-Discord-Bot-Template;36;2011
leeping/forcebalance;21;4068
CTPUG/pygame_cffi;5;3919
NicholasMamo/multiplex-plot;9;1718
mongodb/mongo-python-driver;37;5705
thenetcircle/dino;19;2886
GoogleCloudPlatform/gcloud-python;2695;3866
OCA/connector;10;3726
RaRe-Technologies/gensim;43;4949
XLSForm/pyxform;44;3656
asciimoo/searx;15;3971
botify-labs/python-simple-workflow;12;4173
gorakhargosh/watchdog;37;5059
kura/blackhole;15;4420
projectcalico/felix;246;3717
pytroll/pyresample;34;3634
seandst/cfn-pyplates;20;4146
smarkets/smk_python_sdk;13;4759
testing-cabal/testtools;5;4235
torchbox/Willow;28;3590
CartoDB/carto-python;11;4882
alexis-mignon/python-flickr-api;8;4537
ryanmcgrath/twython;5;5628
CastXML/pygccxml;32;3761
JBKahn/flake8-print;13;3713
PyCQA/flake8-bugbear;51;3088
PyCQA/prospector;53;4042
caleb531/youversion-suggest;87;3839
cyberbotics/urdf2webots;23;2247
echronos/echronos;37;3310
harrystech/arthur-redshift-etl;82;2572
hhatto/autopep8;29;4991
nathan-v/aws_okta_keyman;24;2366
seatgeek/fuzzywuzzy;23;4801
theochem/horton;10;4785
apache/incubator-tvm;18;2877
craffel/mir_eval;7;4041
ansible-collections/community.aws;48;1639
scrapy/scrapy;38;5302
GoekeLab/xpore;9;1697
Kinto/kinto;168;3473
SaidBySolo/neispy;8;1587
VOLTTRON/volttron;34;3948
Yelp/paasta;259;3229
deepmind/kapitan;117;2516
ilius/starcal;26;4918
miku/siskin;5;3720
palantir/python-jsonrpc-server;13;2296
palantir/python-language-server;80;2785
snarfed/granary;31;4567
snarfed/oauth-dropins;25;3982
tilezen/tileserver;14;3333
zhongbiaodev/py-mysql-elasticsearch-sync;6;3182
bcbio/bcbio-nextgen;14;4222
JohannesBuchner/BXA;8;3863
LinkedEarth/Pyleoclim_util;28;3018
NCI-GDC/gdc-client;13;3312
PLOS/allofplos;6;2534
PyPSA/atlite;13;2855
mordred-descriptor/mordred;16;3164
redkyn/assigner;12;3159
ChristianTremblay/pyhaystack;8;3153
wazuh/wazuh-splunk;214;2654
smetj/wishbone;6;4517
CounterpartyXCP/counterblock;9;3874
softlayer/softlayer-python;63;5243
CleanCut/green;50;3802
ankitects/anki;57;4269
ipython/traitlets;23;3918
miketeo/pysmb;32;3762
ninuxorg/netdiff;24;3581
ClimbsRocks/auto_ml;12;2943
ContextLab/hypertools;21;2892
OpenTrons/opentrons-api;168;3341
geophile/marcel;40;1647
jajcayn/pygpso;10;1674
rhayes777/PyAutoFit;15;2111
saezlab/pypath;27;3466
voxel51/eta;32;2520
azavea/keras-semantic-segmentation;22;2765
gammapy/gammapy;5;4124
quantumblacklabs/kedro;53;1960
replit/replit-py;13;1494
TankerHQ/tbump;36;2457
TankerHQ/tsrc;44;2596
rafalp/Misago;70;4451
DataBiosphere/dsub;43;2743
DataDog/integrations-core;27;3194
RIPE-NCC/ripe.atlas.sagan;12;3776
moepman/acertmgr;11;3154
pallets/werkzeug;43;5064
capitalone/cloud-custodian;73;3103
chanzuckerberg/miniwdl;73;2210
projectsyn/commodore;79;1717
quiltdata/quilt-compiler;52;2757
spdx/tools-python;15;3446
mlspec/mlspec-lib;5;1622
datreant/datreant.core;6;3332
pypeclub/pype;113;1993
UNINETT/nav;58;2781
FeeiCN/cobra;28;3058
pinterest/snappass;8;3980
DDMAL/Rodan;23;4775
evernote/zing;37;2892
NERSC/pytokio;11;2666
bcgsc/mavis;49;2463
brigade-automation/brigade;26;2813
etal/cnvkit;42;3705
jazzband/collectfast;25;4125
miurahr/aqtinstall;115;2007
usnistgov/ActEV_Scorer;17;2387
Yubico/python-u2flib-host;6;3850
csaez/quicklauncher;6;4081
enthought/apptools;6;4962
fedora-infra/the-new-hotness;26;3613
joblib/joblib;5;5228
adbar/trafilatura;37;1970
crate/crate-python;19;4019
cubewise-code/TM1py;30;3238
getsentry/snuba;81;2372
jlafon/PynamoDB;64;3874
launchdarkly/python-client;105;3676
newrelic/newrelic-telemetry-sdk-python;14;1962
openeventstack/pretalx;31;2742
stratosphereips/StratosphereLinuxIPS;22;3187
wtolson/gnsq;6;3705
zalando/patroni;61;3340
DataDog/datadog-serverless-functions;117;3177
snowflakedb/snowflake-ingest-python;9;2884
MindscapeHQ/raygun4py;27;4208
PyGithub/PyGithub;45;4569
dpla/ingestion;25;4362
google/openhtf;14;3289
haiwen/seafdav;233;3757
metaodi/osmapi;38;3893
mwclient/mwclient;18;4294
OpenShot/openshot-qt;24;3377
googleapis/python-bigquery;109;1724
googleapis/python-datastore;56;1665
googleapis/python-logging;54;1724
googleapis/python-pubsub;116;1724
googleapis/python-storage;54;1724
onaio/onadata;218;3999
pyxnat/pyxnat;7;5126
rfverbruggen/rachiopy;9;3321
smartsheet-platform/smartsheet-python-sdk;26;3521
twilio/twilio-python;225;5462
automicus/PyISY;49;3839
SciLifeLab/CAW;17;3088
beat-machine/beat-machine;5;2078
certego/IntelOwl;67;1703
flomotlik/formica;7;2788
hedythedev/starcli;45;1539
machinable-org/machinable;68;1744
mlf-core/mlf-core;32;1489
neurostuff/NiMARE;45;2417
pappasam/jedi-language-server;108;1837
pierogis/pierogis;6;1389
spectacles-ci/spectacles;50;1941
titusz/onixcheck;6;3330
DeepSpace2/StyleFrame;38;3293
datarobot/batch-scoring;21;3144
inishchith/em-keyboard;23;3094
jdowner/gist;6;3482
rohbotics/pifi;10;2742
DefectDojo/django-DefectDojo;194;3479
TUW-GEO/ascat;25;2970
raphaelvallat/pingouin;39;2342
SasView/sasview;37;3489
Exa-Networks/exabgp;62;4020
Grokzen/pykwalify;21;4242
Grokzen/redis-py-cluster;19;4118
SteveDoyle2/pyNastran;12;3458
aashutoshrathi/git-stalk-cli;7;2288
jhauberg/cards.py;15;3233
pegler/pytzwhere;5;4387
unixsurfer/anycast_healthchecker;13;3336
JoinMarket-Org/joinmarket;6;3551
kennethjiang/OctoPrint-Anywhere;69;2678
DocNow/twarc;131;4245
YuvrajRaghuvanshiS/WhatsApp-Key-Database-Extractor;5;1379
bird-house/flyingpigeon;12;3648
erdogant/findpeaks;39;1581
noaa-oar-arl/MONET;14;2857
DonJayamanne/pythonVSCode;51;3145
desihub/desispec;22;3586
EI-CoreBioinformatics/mikado;86;3286
Opentopic/falcon-api;35;2714
mikeqfu/pydriosm;17;2652
murthylab/sleap;109;2003
EPAENERGYSTAR/epathermostat;9;2772
Microsoft/fairlearn;14;2298
NCATS-Tangerine/kgx;51;2319
arviz-devs/arviz;37;3319
neurodata/brainlit;6;1671
neuropoly/spinalcordtoolbox;69;3743
sci-wms/sci-wms;8;3471
ticketfrei/ticketfrei;14;2629
ReactionMechanismGenerator/RMG-Py;22;5437
jedie/DragonPy;7;4018
pytube/pytube;31;4547
robotframework/RIDE;31;4720
FairwindsOps/reckoner;56;2102
ungarj/mapchete;78;3326
FeatureLabs/nlp_primitives;31;1865
google/TensorNetwork;18;1952
Fizzadar/pyinfra;103;3602
major/supernova;8;4519
bashwork/pymodbus;75;4651
castelao/seabird;5;4359
marcy-terui/lamvery;10;3213
tern-tools/tern;23;2466
FrodeSolheim/fs-uae-launcher;9;3819
keylime/keylime;61;2871
smarthomeNG/plugins;23;2819
tus/tus-py-client;13;2904
GNS3/gns3-server;196;3990
hfaran/Tornado-JSON;22;3916
pytest-dev/pytest-mock;39;3696
tilgovi/pyramid-oauthlib;7;3683
GalSim-developers/GalSim;22;4572
hubo1016/vlcp;24;3285
uploadcare/pyuploadcare;39;4764
GaretJax/django-click;10;3275
coddingtonbear/django-measurement;8;4245
jazzband/sorl-thumbnail;7;5039
ctxis/django-admin-view-permission;19;3012
GenericMappingTools/pygmt;18;2721
automl/SMAC3;44;2934
stormpath/stormpath-documentation;24;3300
tardis-sn/tardis;155;4648
wmayner/pyphi;30;3796
NagiosEnterprises/ncpa;32;3878
blue-yonder/pyscaffold;26;3802
reingart/pyafipws;7;4047
zalando/spilo;29;3422
deepchem/deepchem;20;3261
jensengroup/propka;5;4320
lsst/sims_maf;12;3412
mirnylab/cooltools;19;2748
rhiever/tpot;30;3221
ROGUE-JCTD/rogue_geonode;5;4105
biocore/qiita;28;3990
evansde77/cirrus;88;3826
google/capirca;9;3313
jmcgeheeiv/pyfakefs;61;3454
Swimlane/swimlane-python;65;3156
hikari-py/hikari;64;1475
GovReady/govready-q;29;3044
GrumpyNounours/PySeidon;6;3720
SynBioDex/pySBOL;7;3109
bethgelab/foolbox;59;2633
ni/nimi-python;31;2666
IDSIA/sacred;14;3804
OasisLMF/OasisLMF;134;2418
greedo/python-xbrl;5;3678
rmjarvis/TreeCorr;12;3691
romanvm/script.module.simpleplugin;38;3288
vit-project/vit;13;2918
snapcore/snapcraft;155;3227
sphinx-contrib/sphinxcontrib-versioning;11;2999
wh1te909/tacticalrmm;150;1772
allenai/pybart;40;1746
bioinform/somaticseq;58;3430
intentionet/netconan;21;2464
pyparallel/pyparallel;6;3323
PyO3/setuptools-rust;49;2730
creativeprojects/resticprofile;45;1906
HelloZeroNet/ZeroNet;22;3517
Yubico/yubikey-manager;39;2978
rackerlabs/scantron;45;2201
nlgranger/SeqTools;8;2625
IN-CORE/pyincore;90;1714
mjs7231/python-plexapi;53;3531
IQTLabs/poseidon;105;3033
chdsbd/kodiak;58;1960
iotaledger/iota.py;33;2832
jadchaar/SEC-EDGAR-Downloader;22;2078
thebigmunch/google-music;14;2140
triaxtec/openapi-python-client;79;1657
IdentityPython/pyop;20;2921
SeitaBV/flexmeasures;49;1364
StackIQ/stacki;43;3397
MycroftAI/adapt;15;3278
cisco-ie/cisco-gnmi-python;14;2262
dropbox/groupy;5;3643
facetoe/zenpy;23;3490
fizyr/keras-retinanet;6;2572
google/pyu2f;6;2766
jollychang/robotframework-appiumlibrary;17;3751
romanvm/script.module.pyxbmct;9;3724
twidi/django-extended-choices;13;4883
Syndace/python-omemo;20;2525
neithere/argh;24;4027
tBuLi/symfit;24;3637
adafruit/Adafruit_Blinka_bleio;27;1657
aws/aws-encryption-sdk-cli;12;2765
eventbrite/eventbrite-sdk-python;6;3556
mollie/mollie-api-python;66;3754
robotframework/robotframework;81;3716
tenable/pyTenable;19;2445
zaibacu/rita-dsl;8;1881
Jenyay/outwiker;54;4118
agronholm/anyio;5;2201
pykickstart/pykickstart;23;3608
SanPen/GridCal;24;3151
catalystneuro/nwb-conversion-tools;11;1861
elbakramer/koapy;15;1441
firstlookmedia/dangerzone;18;1696
firstlookmedia/gpgsync;11;3121
micahflee/onionshare;34;3753
pypeit/PypeIt;24;3372
calliope-project/calliope;26;3998
meanmedianmoge/zoia_lib;7;1656
inferno-pytorch/inferno;9;2640
magenta/magenta;48;3037
KevinMusgrave/pytorch-metric-learning;50;1772
geometalab/osmaxx;20;3520
Kozea/WeasyPrint;73;4769
KwanLab/Autometa;13;1745
calum-chamberlain/EQcorrscan;36;3389
cdqa-suite/cdQA;5;2054
sncosmo/sncosmo;21;4290
weaverba137/pydl;19;4194
PyBossa/pybossa;62;4666
inspirehep/inspire-next;138;3909
asyml/forte;11;1847
kipoi/models;49;2542
LedFx/LedFx;34;1350
aleph-im/pyaleph;37;1998
intracom-telecom-sdn/nstat;5;3410
aimhubio/aim;65;1917
deepset-ai/haystack;117;1750
desbma/sacad;63;3791
MikkelSchubert/paleomix;26;4201
bridgecrewio/checkov;1922;1737
gwforg/gwf;7;4086
hyperledger/aries-cloudagent-python;89;1893
locustio/locust;122;4942
smarkets/marge-bot;13;2618
MongoEngine/django-mongoengine;15;4489
django-cms/django-cms;17;5656
jazzband/django-configurations;11;4422
mathiasertl/django-ca;38;3172
pybel/pybel;97;2904
MycroftAI/selene-backend;10;2220
SigmaHQ/sigma;27;2805
lablup/backend.ai-manager;25;3366
computationalmodelling/fidimag;8;3261
markovmodel/PyEMMA;26;3614
otsaloma/gaupol;51;4891
otsaloma/nfoview;43;4911
scikit-rf/scikit-rf;31;4606
NHERI-SimCenter/pelicun;10;2192
aws/aws-xray-sdk-python;27;2537
cornellius-gp/gpytorch;33;2638
etingof/pyasn1;18;3108
nicolas-chaulet/deeppointcloud-benchmarks;10;1728
tomasbedrich/pycaching;35;4048
djangonauts/django-hstore;17;4976
dotKom/onlineweb4;486;4494
globocom/database-as-a-service;279;4018
jodal/comics;40;5589
valdergallo/django-compress-field;9;3745
pm4py/pm4py-core;144;2249
ercdndrs/AutoMaxLair;11;1370
pricingassistant/mrq;5;3850
SuLab/WikidataIntegrator;33;2844
dulwich/dulwich;25;5639
prismicio/python-kit;15;4046
toomore/grs;21;4535
chgroenbech/scVAE;7;2754
SeanNaren/deepspeech.pytorch;6;2788
ivadomed/ivadomed;34;2408
PrincetonUniversity/PsyNeuLink;58;2996
ml4ai/delphi;7;2404
deanishe/alfred-duden;7;3679
fedora-infra/bodhi;87;5683
teamsempo/SempoBlockchain;24;1837
asdf-format/asdf;50;3810
burnash/gspread;61;4654
uw-cmg/MAST;13;4186
younho9/narkdown;24;1445
Qiskit/qiskit-ignis;14;2088
RasaHQ/rasa-sdk;95;2264
bear/python-twitter;12;4369
photo/openphoto-python;6;4709
willemarcel/osmcha-django;79;3313
ReproNim/neurodocker;23;2690
team-ocean/veros;20;2702
WattTime/pyiso;8;3806
teamhephy/controller;14;2547
frankkramer-lab/MIScnn;5;1939
ilius/pyglossary;20;4967
SAP/InfraBox;13;2352
ergoithz/browsepy;12;3901
SEED-platform/seed;88;3601
SK-415/HarukaBot;58;1415
cqmoe/python-aiocqhttp;5;2291
colour-science/colour;22;3840
oemof/tespy;42;2453
pauliacomi/pyGAPS;26;2591
pzivich/zepid;22;2515
spacetelescope/specviz;23;3125
spacy-io/thinc;81;3605
SeldonIO/MLServer;16;1535
alteryx/evalml;103;1869
biotite-dev/biotite;56;2587
pupil-labs/pupil;116;4030
kengz/SLM-Lab;26;2522
discogs/discogs_client;7;4872
grid-control/grid-control;5;3963
calaldees/KaraKara;5;4539
ViDA-NYU/reprozip;37;3768
aerospike/aerospike-admin;83;3647
devexp-db/distgen;21;3398
Taapat/enigma2-plugin-youtube;226;3342
etingof/pysmi;12;3108
geopython/OWSLib;21;4611
ipop-project/controllers;8;3830
lukaszbanasiak/yahoo-finance;12;3771
kevthehermit/PasteHunter;6;2553
Yubico/python-u2flib-server;5;3851
google/grr;28;3921
TuxSH/firmtool;5;2766
algorand/py-algorand-sdk;42;1905
VisTrails/VisTrails;8;4404
rst2pdf/rst2pdf;11;3458
os/slacker;55;3823
automl/HPOBench;6;1689
ctlearn-project/ctlearn;16;2877
mushorg/tanner;6;3309
owtf/owtf;12;4606
e-koch/FilFinder;10;4115
pyspeckit/pyspeckit;14;4343
radio-astro-tools/spectral-cube;18;3790
spacetelescope/gwcs;18;3515
aio-libs/sockjs;12;3433
aws/deep-learning-containers;1924;1685
geospace-code/pymap3d;57;3679
mithi/hexapod-robot-simulator;5;1658
opencobra/memote;50;3030
cobrateam/django-htmlmin;5;4858
coala-analyzer/coala;17;3759
devitocodes/devito;38;3081
biobakery/MetaPhlAn;26;1652
nucypher/nucypher;11;2570
andsor/pyfssa;12;3654
berkeley-cocosci/Wallace;17;3661
hamcrest/PyHamcrest;10;4997
tmux-python/libtmux;103;3021
tmux-python/tmuxp;177;4020
dsavransky/EXOSIMS;35;3377
pubnub/python;57;4206
holoviz/holoviz;8;2532
astropy/regions;5;3394
mhvk/baseband;17;3242
avocado-framework/avocado;35;3830
bashtage/randomgen;32;2382
borgbackup/borg;102;3396
awslabs/amazon-qldb-driver-python;14;1779
seisman/HinetPy;36;3651
bccp/nbodykit;7;3418
blaze/blaze;14;4325
viniciuschiele/flask-io;22;3372
roclark/sportsipy;20;2305
rhinstaller/blivet;25;3857
cloudify-cosmo/cloudify-aws-plugin;89;3535
celery/py-amqp;11;4420
edx/repo-tools;29;3969
erudit/eruditorg;12;3233
dwave-examples/factoring;5;2354
wtforms/wtforms;10;4005
lmacken/liveusb-creator;6;5679
virt-manager/virt-manager;5;3387
cov-lineages/pangolin;92;1607
nidhaloff/igel;14;1462
pyskell/slouchy;5;3251
davidfor/calibre-annotations;28;4095
koordinates/sno;34;2229
deathlyface/python-tradingview-ta;23;1573
jupyter/jupyter_client;53;3430
dictation-toolbox/caster;5;3949
django-tastypie/django-tastypie;8;5267
karec/oct;7;3545
superdesk/superdesk-core;210;3297
socketubs/Sublimall;26;3859
eea/sparql-client;7;4363
emlid/ntripbrowser;5;2905
kanaka/websockify;8;4977
pietroalbini/botogram;14;3354
fonttools/ufoLib2;37;2306
gklyne/annalist;18;4206
microsoft/maro;21;1707
sns-sdks/python-youtube;9;2002
pybamm-team/PyBaMM;45;2129
rq/django-rq;12;4489
jazzband/django-pipeline;14;4836
jjangsangy/py-translate;14;3804
pierky/arouteserver;99;2768
josephbestjames/airtable.py;12;3465
maxmind/GeoIP2-python;40;4161
mozilla/django-tidings;9;4906
mozilla/remo;75;4612
tiangolo/meinheld-gunicorn-docker;5;2056
python-telegram-bot/python-telegram-bot;115;3341
