repo_name;release_count;age;star_count;latest_commit_date
reactjs/react-redux;132;3336;23342;2024-08-16 18:25:39+00:00
reactjs/react-router-redux;18;3219;7816;2018-10-26 15:42:15+00:00
reactjs/redux;78;3378;60754;2024-08-18 15:13:18+00:00
react-materialize/react-materialize;29;3555;1384;2022-11-23 08:59:10+00:00
react-monaco-editor/react-monaco-editor;7;2914;3784;2024-08-16 06:41:22+00:00
react-native-community/cli;181;2163;2323;2024-08-26 07:46:20+00:00
ReactTraining/react-router;277;3756;52707;2024-08-15 16:04:03+00:00
redux-saga/redux-saga;72;3195;22532;2024-01-02 08:39:21+00:00
responsively-org/responsively-app;59;1845;22251;2024-08-26 16:01:31+00:00
restify/node-restify;13;4873;10703;2024-01-27 20:10:02+00:00
rickbeerendonk/react-examples;15;3748;20;2024-08-23 07:35:19+00:00
rickbergfalk/sqlpad;66;3744;5027;2024-08-28 02:33:07+00:00
ringcentral/ringcentral-js-widgets;228;3036;39;2024-07-18 08:29:04+00:00
RobbinBaauw/CSHub;6;2162;29;2021-10-31 12:40:57+00:00
RocketChat/Rocket.Chat.Fuselage;99;1925;108;2024-08-26 18:11:09+00:00
romgain/jest-websocket-mock;14;2098;174;2023-09-10 14:53:20+00:00
root-gg/wigo;25;3156;40;2023-08-08 20:37:01+00:00
rstoenescu/quasar-framework;923;3250;25673;2024-08-26 13:56:23+00:00
sagefy/sagefy;10;4146;109;2024-05-07 23:30:12+00:00
SamHH/bukubrow;8;2744;310;2022-07-26 18:47:25+00:00
samtecspg/articulate;35;2499;598;2020-07-30 20:57:36+00:00
SamVerschueren/tsd-typescript;8;1367;25;2024-07-23 01:00:13+00:00
sanity-io/sanity;506;2779;5133;2024-08-27 20:48:53+00:00
SAP/service-fabrik-broker;41;2899;41;2024-03-27 03:52:07+00:00
SAP/ui5-webcomponents;247;2043;1495;2024-08-28 08:35:17+00:00
sapegin/react-styleguidist;293;3278;10822;2024-06-20 13:47:03+00:00
ScottLogic/StockFlux;21;3192;123;2022-05-06 10:08:20+00:00
Sebobo/Shel.Neos.YoastSeo;23;2443;23;2024-08-12 18:06:59+00:00
Semantic-Org/Semantic-UI;154;4159;51097;2023-01-11 17:05:32+00:00
sendgrid/sendgrid-nodejs;97;4618;2977;2024-04-02 08:08:27+00:00
ShabadOS/desktop;52;2714;19;2023-05-16 12:13:50+00:00
shakacode/bootstrap-loader;10;3213;1025;2024-05-15 17:19:42+00:00
shesek/spark-wallet;29;2200;343;2022-04-15 14:43:53+00:00
SignalK/signalk-server-node;138;3701;303;2024-08-23 19:23:25+00:00
silk-framework/silk;13;3849;240;2024-08-20 10:48:44+00:00
sketch-pm/skpm;23;2835;959;2023-10-10 10:41:30+00:00
sky-uk/api-explorer;12;3228;45;2021-08-30 13:12:20+00:00
smartcontractkit/external-adapters-js;150;1588;268;2024-08-28 17:37:11+00:00
smooth-code/smooth.js;61;2061;26;2020-10-26 08:41:25+00:00
sockethub/sockethub;11;4273;381;2024-08-24 09:12:46+00:00
SoftwareAteliers/asp-net-core-vue-starter;27;2196;557;2022-06-25 14:54:10+00:00
software-mansion/react-native-gesture-handler;96;2862;6006;2024-08-26 16:09:29+00:00
Soluto/tweek;19;3114;349;2023-09-28 17:12:47+00:00
SpareBank1/designsystem;4164;2375;101;2024-08-28 14:08:14+00:00
spring-cloud/spring-cloud-dataflow-ui;26;3218;210;2024-07-19 02:39:39+00:00
statsbotco/cubejs-client;1028;2173;17645;2024-08-28 19:34:19+00:00
stoikerty/dev-toolkit;34;3499;133;2019-08-23 09:14:11+00:00
Strapi/strapi;387;3255;62509;2024-08-28 15:22:26+00:00
styled-components/styled-components;169;2934;40352;2024-07-19 04:32:08+00:00
supabase/monorepo;15;1782;70906;2024-08-28 18:37:48+00:00
system-ui/theme-ui;168;1973;5275;2024-04-10 18:52:06+00:00
tableau/extensions-api;12;2633;267;2024-06-18 23:49:43+00:00
tamb/domponent;22;1874;75;2021-10-29 22:50:06+00:00
Tencent/wepy;8;2844;22487;2022-05-20 06:09:59+00:00
terascope/teraslice;201;3325;50;2024-08-27 23:52:33+00:00
TerriaJS/magda;190;2927;500;2024-08-28 11:29:12+00:00
testingisdocumenting/znai;40;2812;245;2024-08-22 11:12:54+00:00
textlint/textlint;687;3534;2814;2024-08-18 04:29:22+00:00
the-front/angularjs-ee-boilerplate;22;3926;45;2016-04-18 21:33:19+00:00
theKashey/react-hot-component-loader;14;2596;662;2024-03-20 11:16:45+00:00
thm-projects/arsnova.click;14;3065;27;2020-06-04 09:57:06+00:00
tidusjar/PlexRequests.Net;433;3107;3678;2024-08-27 06:56:55+00:00
tivac/modular-css;163;3226;288;2024-02-15 19:59:16+00:00
Tonejs/Tone.js;15;3823;13356;2024-06-12 19:21:00+00:00
transloadit/uppy;116;3208;28861;2024-08-28 14:31:32+00:00
trendscenter/coinstac;66;3107;42;2024-08-28 17:32:58+00:00
TrueCar/gluestick;193;3186;361;2020-08-04 18:42:08+00:00
tsoporan/fittrak;6;3031;21;2019-09-29 15:47:51+00:00
tuateam/tua-mp;14;2329;134;2023-08-04 04:13:18+00:00
Turfjs/turf;13;3982;9162;2024-08-22 04:10:25+00:00
TypeStrong/ts-loader;162;3507;3440;2024-07-06 15:14:25+00:00
uber/react-map-gl;164;3247;7758;2024-08-22 15:37:39+00:00
uber-common/react-vis;59;3109;8711;2023-06-08 04:34:01+00:00
ubyssey/dispatch;128;3553;68;2022-01-28 04:13:35+00:00
ucfopen/Obojobo;43;2185;69;2024-05-01 14:40:39+00:00
uclapi/uclapi;27;2809;43;2024-03-03 19:52:58+00:00
uidu-org/guidu;8358;2119;21;2024-07-25 15:38:56+00:00
ujjwalguptaofficial/sqlweb;11;2454;54;2023-01-30 01:52:31+00:00
UltimateHackingKeyboard/agent;74;3151;696;2024-08-25 12:49:57+00:00
unlock-protocol/unlock;32;2462;828;2024-08-28 19:24:21+00:00
uptick/react-keyed-file-browser;36;2836;299;2024-04-02 23:58:28+00:00
Urigo/angular-meteor;80;3665;2356;2021-03-04 01:30:30+00:00
usehenri/henri;40;3150;51;2020-07-31 03:11:05+00:00
vercel/next.js;2659;2883;124409;2024-08-28 21:06:48+00:00
veritone/veritone-sdk;124;2542;19;2024-07-09 20:55:04+00:00
vfeskov/WinABeer;9;2472;390;2022-10-30 19:27:35+00:00
virtool/virtool;485;2966;42;2024-08-13 16:52:32+00:00
VisualComposer/builder;67;2007;85;2024-08-28 10:42:01+00:00
vivliostyle/vivliostyle.js;134;3439;593;2024-08-20 14:51:11+00:00
vreaxe/travel-expense-manager;13;1944;23;2020-10-14 11:36:09+00:00
VREMSoftwareDevelopment/bwmon;12;3899;30;2024-08-24 14:18:56+00:00
vuejs/vue-cli;177;3167;29753;2022-11-09 02:58:56+00:00
vuejs/vue-devtools;89;3621;24591;2024-06-25 16:46:31+00:00
vuejs/vuepress;22;2337;22471;2024-05-15 10:16:20+00:00
wduckitt/React-Automation-Studio;25;1787;62;2024-07-22 09:38:09+00:00
webdriverio/webdriverio;484;4747;8949;2024-08-26 13:18:12+00:00
wifi-tally/wifi-tally;16;1631;87;2022-01-21 17:40:47+00:00
wojtekmaj/react-daterange-picker;37;2398;518;2024-08-24 23:04:54+00:00
wojtekmaj/react-datetimerange-picker;40;2203;169;2024-08-24 23:04:33+00:00
wojtekmaj/react-timerange-picker;33;2174;87;2024-08-24 23:04:06+00:00
WWAWing/WWAWing;201;3398;38;2024-06-30 08:49:10+00:00
xiaoxinghu/orgajs;293;2413;613;2023-11-27 07:25:49+00:00
xing/hops;120;3064;168;2022-03-03 13:15:48+00:00
xrchat/xrchat-server;132;1609;705;2024-08-18 07:02:58+00:00
yduman/retro;12;2297;35;2024-08-18 07:11:37+00:00
Yoast/YoastSEO.js;79;3446;403;2021-08-06 12:33:56+00:00
yyc-git/Wonder.js;59;3453;322;2021-07-09 02:47:53+00:00
zeebe-io/zeebe-modeler;21;2532;220;2021-05-12 07:10:54+00:00
ZeeCoder/container-query;39;2768;139;2019-01-27 17:16:59+00:00
Zenika/immutadot;13;2686;177;2020-11-19 14:22:03+00:00
zensoftio/ZenKicker;6;2023;54;2019-06-10 10:28:06+00:00
Zero-to-Heroes/firestone;577;2497;96;2024-08-28 13:46:34+00:00
ZhonganTechENG/zarm;83;2968;1706;2024-08-19 08:29:47+00:00
zusam/zusam;19;2460;182;2023-11-23 13:08:42+00:00
